"theta.1-1" "theta.2-1" "theta.3-1" "theta.1-2" "theta.2-2" "theta.3-2" "theta.1-3" "theta.2-3" "theta.3-3" "theta.1-4" "theta.2-4" "theta.3-4" "theta.1-5" "theta.2-5" "theta.3-5" "theta.1-6" "theta.2-6" "theta.3-6" "theta.1-7" "theta.2-7" "theta.3-7" "theta.1-8" "theta.2-8" "theta.3-8" "theta.1-9" "theta.2-9" "theta.3-9" "theta.1-10" "theta.2-10" "theta.3-10" "theta.1-11" "theta.2-11" "theta.3-11" "theta.1-12" "theta.2-12" "theta.3-12" "p.1" "p.2" "p.3"
"44" 0.00171953 0.001647871 0.1163628 0.0003518028 0.0007441678 0.889131 0.0004034132 0.0004920595 0.02081275 0.001085027 0.9998307 0.0006192542 0.9971056 0.0006634333 0.0001641064 0.365343 0.3868828 0.3906292 0.5043429 0.5014866 0.523696 0.8894344 0.7556103 0.7253091 0.2003198 0.1100955 0.1043505 0.08818829 0.06004808 0.06202416 0.5292855 0.4744223 0.4436782 0.08230556 0.05586861 0.03754725 0.1867615 0.6372878 0.1759507
"45" 0.0001763761 0.0003382818 0.1176543 0.0008474586 0.0004218 0.8557096 0.001604172 0.0008572354 0.02787086 0.001001788 0.9995613 0.000874391 0.9994141 0.0002672921 0.001322308 0.3621492 0.3937501 0.3921595 0.5151257 0.518945 0.5222873 0.891068 0.7334789 0.7173653 0.181623 0.1038617 0.09672183 0.1017568 0.06060197 0.06363647 0.5171326 0.4574263 0.4668444 0.08508989 0.05069848 0.03571662 0.1785448 0.651102 0.1703532
"46" 0.006649287 0.0003050671 0.1297861 0.001690995 2.934492e-06 0.8730666 0.001591388 0.0004785189 0.02677537 0.0009166747 0.9993886 0.001743886 0.9999295 0.0001527575 0.001107461 0.3942137 0.3905544 0.3965925 0.4891799 0.5053305 0.5118861 0.8767498 0.7346182 0.7128411 0.2052996 0.1170977 0.1051281 0.089728 0.05447534 0.05212439 0.5183346 0.4758389 0.4623741 0.09744515 0.05013383 0.03213884 0.1863832 0.633113 0.1805038
"47" 0.0009056915 0.0006603792 0.1021866 0.003391365 0.001945222 0.8584661 0.0006034326 0.000236975 0.0366089 0.00173368 0.9997298 0.002190766 0.9994731 0.000623615 0.001212328 0.3618287 0.3634601 0.3720179 0.5161062 0.5184913 0.5073361 0.877335 0.7399082 0.7257682 0.1940443 0.1144883 0.1306472 0.09821811 0.05873827 0.03816514 0.5197328 0.4594784 0.4193099 0.05816798 0.05797094 0.04310378 0.1806444 0.6477205 0.1716351
"48" 0.001470409 0.0001744663 0.1521495 0.002832349 0.001159129 0.8571447 0.001093419 9.759234e-05 0.01927505 1.877814e-05 0.9990558 0.0008559165 0.9998403 0.0002409486 0.001917129 0.377132 0.4073629 0.3991625 0.48639 0.5041051 0.4944201 0.8912614 0.7335206 0.7326568 0.1866435 0.1114892 0.1222131 0.09766092 0.05309196 0.05695621 0.5190671 0.4637985 0.4427891 0.09577182 0.04389934 0.04947664 0.1871346 0.6373421 0.1755233
"49" 0.00116375 4.482941e-05 0.1297695 0.0001816891 0.0009562741 0.8480613 0.00421621 0.0001167952 0.0176707 0.001673005 0.9999534 0.0009745268 0.9999518 3.854435e-05 0.0005653648 0.360459 0.3955658 0.4009957 0.5270963 0.5019811 0.5148234 0.8652664 0.7299648 0.7203817 0.1846099 0.1092791 0.1254265 0.08375305 0.06778545 0.0722082 0.5102993 0.4653521 0.4715174 0.1062691 0.05299039 0.03788577 0.1772889 0.6437509 0.1789602
"50" 0.0002408476 0.002147444 0.1517919 0.000737533 5.787503e-05 0.873242 0.004545671 0.0005001016 0.02757279 0.001037028 0.9994356 0.00141439 0.9993157 0.0004182051 0.0033636 0.3424445 0.4021711 0.403453 0.5032862 0.5097784 0.5310428 0.8660893 0.7374815 0.7151736 0.1837801 0.1145202 0.1401956 0.08513889 0.05575428 0.04726826 0.4781131 0.4818651 0.4601865 0.1048813 0.05556889 0.03774892 0.1884826 0.6359061 0.1756114
"51" 0.0011106 0.0009066616 0.1214674 0.0008674776 0.0001744893 0.8629038 0.0007258485 0.0006336173 0.01762526 0.0009534493 0.9992951 0.001227622 0.9990745 0.0001233028 0.003099881 0.3456438 0.3980171 0.4091962 0.5146546 0.4796354 0.5040426 0.9014299 0.7362512 0.7322084 0.1904505 0.1181907 0.1014849 0.0777744 0.06256259 0.05549537 0.4851668 0.482493 0.438045 0.09768704 0.04850213 0.035547 0.1898773 0.6465815 0.1635412
"52" 0.0005578744 0.0005285368 0.1132631 0.0003931828 4.364246e-05 0.8665612 0.003383253 0.0002438303 0.0116441 0.001560353 0.9997333 0.003157223 0.9998444 0.001026688 0.001224045 0.3658623 0.4013042 0.42525 0.4917479 0.5007361 0.559811 0.9033544 0.7497154 0.7161509 0.1831967 0.09684464 0.1106537 0.07464664 0.06309431 0.04080314 0.5049462 0.463538 0.4314783 0.09205105 0.0547312 0.03863863 0.1894811 0.6286977 0.1818212
"53" 0.000909544 0.0003456248 0.1250134 0.0004185025 5.573115e-05 0.865962 0.0006186872 2.364535e-05 0.02450272 0.00052438 0.9999827 0.001941718 0.9989761 0.0009252102 0.0006787045 0.3700423 0.3948998 0.4023029 0.5197291 0.5102699 0.5449081 0.8928005 0.7239258 0.714614 0.1888981 0.121938 0.1283361 0.08375847 0.06115055 0.0463198 0.4897659 0.4615864 0.4215833 0.0967484 0.04583465 0.0388459 0.1837275 0.6487054 0.1675671
"54" 0.0002413799 0.0004093806 0.111773 0.001363988 0.0002608695 0.878109 0.001877737 0.0003579076 0.01878116 0.002079416 0.9999479 0.0009707394 0.9951925 0.0007862139 0.0009498759 0.36556 0.4159774 0.4086452 0.5366041 0.5016609 0.5470521 0.8805122 0.7344847 0.6962871 0.1847963 0.103926 0.09419599 0.06728413 0.07865883 0.06455511 0.5210183 0.4719683 0.4028208 0.08962286 0.05005456 0.04108052 0.1919972 0.6405437 0.1674591
"55" 0.002867569 0.0007705279 0.1136973 0.001876468 7.469725e-05 0.8496932 0.0002499544 6.522622e-05 0.01460855 0.003348231 0.9998358 0.0002935918 0.9973611 0.0003803442 0.001090395 0.3668155 0.3824826 0.4122158 0.5194001 0.5049367 0.5369501 0.8905666 0.7513582 0.7035636 0.185994 0.120178 0.1091933 0.105466 0.06766379 0.05586851 0.5041931 0.4792309 0.4107879 0.08200193 0.05134756 0.02780941 0.1837262 0.6410344 0.1752394
"56" 0.0008664603 0.001021708 0.120718 0.0006804116 0.0009460125 0.860232 0.0007088723 2.428247e-05 0.0256482 0.001331614 0.9995773 0.001927905 0.9971421 5.340058e-05 0.004920277 0.4005628 0.4142766 0.4242345 0.4984033 0.5060808 0.5289404 0.8864257 0.7350965 0.7197574 0.2126262 0.1095245 0.1241539 0.09852341 0.06065075 0.04998237 0.4829864 0.4718358 0.4129798 0.07587001 0.05304851 0.04486871 0.1905537 0.6298998 0.1795465
"57" 0.002045098 3.540525e-05 0.1157362 0.0004726366 0.0001969343 0.8893514 0.0001496427 0.0002699686 0.02442495 0.0009107927 0.9989783 0.001357758 0.9991452 0.0005829122 0.000987359 0.3699426 0.4028349 0.3871419 0.5461025 0.4916957 0.561789 0.8846152 0.7290803 0.7175475 0.1857503 0.1183636 0.1006289 0.07763962 0.05121063 0.04434992 0.4723974 0.4689612 0.4353523 0.07653858 0.05128131 0.0430687 0.1810931 0.6449186 0.1739883
"58" 0.002342937 0.0005563877 0.1303134 0.001161631 0.0004198555 0.8624083 0.001182168 0.0001084068 0.02054286 0.0002945486 0.9999938 0.0006215571 0.9994253 0.0003673732 0.0001712499 0.3791441 0.3893129 0.4493893 0.5026605 0.5019966 0.5157617 0.8623914 0.7392895 0.7330249 0.2128821 0.1120282 0.1119293 0.09332824 0.06275632 0.04891414 0.5058616 0.4631665 0.4073651 0.09646851 0.05345349 0.03873883 0.1807973 0.6416841 0.1775186
"59" 0.003802528 0.001069453 0.123024 0.00113552 0.0001293028 0.8682 0.000496939 0.0005425384 0.02745531 0.0007907186 0.9996996 0.0007984464 0.9999593 0.0002259187 0.001267173 0.4172699 0.4111138 0.4244614 0.4849425 0.4904746 0.5335246 0.8915256 0.7468038 0.718455 0.1939373 0.1116044 0.124354 0.09353832 0.06957785 0.04572526 0.4975018 0.4797247 0.4044405 0.07144847 0.04469087 0.04201921 0.1839625 0.6405512 0.1754863
"60" 0.0009089917 0.0004686882 0.1224327 0.00208585 0.0001478627 0.8752223 0.001648458 0.0001059387 0.03007726 0.0006880387 0.9999388 1.014489e-05 0.999083 0.0006398885 0.001310346 0.383613 0.3948654 0.4224472 0.5302578 0.5054194 0.5453856 0.8774305 0.7361722 0.7150318 0.1742437 0.1014438 0.1264038 0.0953678 0.05167075 0.05513137 0.49396 0.4869855 0.4430794 0.08530495 0.05414424 0.0339656 0.1853569 0.6352531 0.1793899
"61" 0.0007924174 4.487106e-05 0.1067829 0.0004695798 5.678404e-05 0.8712917 0.004725471 0.0005067747 0.01361983 0.005632743 0.9995832 0.001629133 0.9926498 0.001050853 0.001189518 0.3499723 0.3987252 0.3932263 0.5183719 0.4792507 0.5409471 0.8871295 0.7275333 0.7047905 0.1993672 0.1103492 0.1190834 0.08888996 0.05611786 0.05509393 0.516385 0.4568567 0.4498148 0.08467637 0.05414584 0.02962127 0.1758795 0.6467278 0.1773926
"62" 0.0006424373 0.0009051847 0.095869 0.000230213 0.0006405231 0.8677342 0.003526404 0.0002783022 0.01577221 0.001101755 0.9993344 0.004837819 0.9949498 5.762463e-05 0.004056231 0.3782456 0.3917844 0.4041047 0.5118497 0.5036641 0.5202833 0.8671097 0.7457881 0.6939848 0.1770157 0.1058189 0.1111486 0.092073 0.05871284 0.0508711 0.4822678 0.4667064 0.4190545 0.06456882 0.05292356 0.04840368 0.1834482 0.6430847 0.1734671
"63" 0.0009079276 7.722365e-05 0.1388878 0.0008622213 0.0003169859 0.8573978 0.0009952797 0.0003891023 0.02180005 0.003354976 0.9998786 0.000996034 0.9995921 1.567288e-05 0.001539112 0.3867994 0.3835383 0.3976282 0.5530294 0.5128002 0.5251089 0.8875966 0.7308779 0.7060156 0.190912 0.1178359 0.1183122 0.09335323 0.06113968 0.06656114 0.4979244 0.4784354 0.4430271 0.08460975 0.05100616 0.03029712 0.1809961 0.6449742 0.1740297
"64" 0.0002072233 9.16271e-05 0.1135156 0.003377594 5.025454e-05 0.8657783 0.0002692829 0.0003375822 0.01885652 0.002211307 0.9999136 0.002757862 0.9992331 0.0002986142 0.0005378049 0.358133 0.3990785 0.4574348 0.551753 0.5080529 0.5414662 0.8856564 0.7361633 0.6914284 0.1946777 0.119768 0.1119498 0.1087146 0.06322469 0.05391682 0.4554648 0.4615274 0.4445096 0.07409064 0.04652119 0.03883182 0.1814806 0.6457936 0.1727258
"65" 0.0004834741 9.861208e-05 0.1328093 0.001031589 0.0003415096 0.8518822 0.0001389709 0.0001213459 0.02916422 0.0007829563 0.9999058 0.0002435905 0.9948473 0.0002545782 0.0001609569 0.3939196 0.4034336 0.4044955 0.5060971 0.4935603 0.5161725 0.8601335 0.7337345 0.7182234 0.1908669 0.1125218 0.1053481 0.09808263 0.05741631 0.03815041 0.4663154 0.4501062 0.4707398 0.08799689 0.05661121 0.0404982 0.1951943 0.6386913 0.1661144
"66" 0.001013964 0.0003963284 0.1211844 0.002010097 0.0007666932 0.8707218 0.004894593 0.0009092578 0.02108744 0.001593695 0.999706 0.001175803 0.9978983 0.0002386043 0.004275761 0.3747875 0.4143043 0.4061116 0.5160673 0.4906405 0.5170601 0.8813043 0.7356945 0.7275394 0.1908893 0.1106517 0.1040026 0.08854139 0.06796041 0.05549126 0.5017749 0.4859052 0.4545071 0.08666964 0.04855399 0.03578646 0.1871163 0.6306019 0.1822818
"67" 0.001455385 0.0005999198 0.1092231 0.001968002 0.000507306 0.8526776 0.00119247 0.001135312 0.03405756 0.003612625 0.9995964 0.000519738 0.9997515 0.000507693 0.002418981 0.3678529 0.3880176 0.3883865 0.5132804 0.4937912 0.5044566 0.8753663 0.7361018 0.7257136 0.1717524 0.1112746 0.1041242 0.08847312 0.06222215 0.04533021 0.4774203 0.4757953 0.3996561 0.1005357 0.05662398 0.02543075 0.1879329 0.6466523 0.1654148
"68" 0.0002645485 0.0009266238 0.1192511 0.002682295 0.0007616366 0.8456966 0.006376719 0.0003382155 0.01787949 0.0004277459 0.9999347 0.002115992 0.9992456 0.0006109517 0.0003122009 0.3917665 0.396817 0.4083441 0.5432651 0.5175721 0.5119961 0.8785904 0.7223611 0.7233394 0.1861948 0.1164502 0.1076016 0.09343921 0.07173179 0.03600363 0.5060977 0.4745143 0.4589026 0.07166135 0.05233393 0.05262552 0.1851548 0.6511618 0.1636834
"69" 0.000170854 0.001999616 0.1251082 0.001558981 0.00101397 0.8476602 0.001995718 0.0003725862 0.02883212 0.0004420748 0.9998745 0.0004113874 0.999479 0.0003602589 0.004048179 0.3722934 0.4064914 0.4184955 0.4715374 0.4736889 0.5443644 0.8623744 0.7268036 0.691005 0.1818324 0.10898 0.123296 0.09660266 0.06112874 0.04556418 0.4944404 0.4795462 0.4759528 0.08547186 0.05191411 0.04584823 0.1853806 0.6431803 0.1714391
"70" 0.001291319 0.0005385781 0.1014111 0.003219732 0.0001538366 0.8773311 0.00132025 0.0001577834 0.02579032 0.0008563755 0.9998524 0.002572793 0.9986599 0.0003326073 0.002553617 0.354277 0.3964045 0.4025544 0.5013012 0.496284 0.5117115 0.891498 0.7311847 0.7025855 0.1952481 0.1105006 0.1110098 0.09199296 0.06390839 0.04583161 0.4990197 0.4657175 0.4106923 0.08506405 0.04862775 0.04752128 0.1998986 0.6421853 0.1579161
"71" 0.001666748 0.00108348 0.1343154 0.007562327 0.0002434691 0.8908418 0.000127715 0.0005124326 0.02366593 0.00459222 0.9999887 0.001142546 0.9973542 0.0001843879 0.0004332683 0.3503403 0.388522 0.4136085 0.544774 0.5011122 0.5272558 0.8661617 0.7539452 0.7195047 0.2139442 0.1126734 0.1195418 0.0994448 0.06901686 0.04205111 0.4940997 0.4685584 0.4470851 0.09216102 0.05256508 0.03978951 0.1976669 0.6399006 0.1624325
"72" 0.001421146 8.793424e-05 0.08736672 0.001039382 0.0002384297 0.8842595 0.0004758781 4.478147e-05 0.03120333 6.202684e-05 0.9999759 0.001445549 0.9998143 0.001664286 0.003075893 0.379255 0.4047918 0.4293944 0.5259473 0.4905313 0.4697198 0.8786069 0.7326745 0.7223283 0.1935448 0.1099873 0.09942189 0.09599975 0.0614615 0.03531333 0.4906739 0.4743175 0.4433167 0.08911102 0.05567995 0.03566535 0.1784764 0.6615894 0.1599342
"73" 0.0001052441 0.0002664071 0.1276736 0.0001979896 0.0001644349 0.8734503 0.003262102 0.0003831386 0.0219119 0.0004919171 0.9993594 0.001087501 0.9949932 0.0007370214 0.0002018986 0.3683841 0.40097 0.4001926 0.499387 0.4961539 0.5112616 0.8680404 0.727545 0.6788029 0.2174794 0.1132576 0.1221808 0.08248211 0.06153203 0.04926186 0.4804671 0.4458499 0.43794 0.08545205 0.05906515 0.04020036 0.1847848 0.6409467 0.1742685
"74" 0.0008732971 3.77254e-05 0.1166191 0.002688039 0.0001096905 0.8654365 0.0007638422 0.0003996451 0.02420206 0.001494069 0.9993174 0.000352461 0.9978346 0.0002408225 0.0005222299 0.3775364 0.3799528 0.3999786 0.5207351 0.4987104 0.5758636 0.8872711 0.7341878 0.7002003 0.1787532 0.1121702 0.124672 0.07522763 0.05806771 0.05777771 0.4931212 0.4728067 0.3904503 0.0900906 0.0477988 0.04694822 0.193171 0.6372358 0.1695932
"75" 0.0006968766 0.0001503075 0.1276575 0.0002863468 0.0001940175 0.8564038 0.0002594761 0.000331682 0.02495389 0.003268847 0.9994505 0.003192596 0.999647 0.0001964611 0.002843602 0.3588008 0.3978765 0.4318403 0.5084185 0.5031824 0.5325731 0.8963855 0.7522248 0.7033715 0.224798 0.1046484 0.1145168 0.09527734 0.04645568 0.06610168 0.5053589 0.4556919 0.4573672 0.1183504 0.05855999 0.05706838 0.1845747 0.6340001 0.1814252
"76" 0.000384988 0.0007152869 0.1254956 0.001006985 1.930323e-05 0.8617844 0.005905715 3.144333e-06 0.01810771 0.000189012 0.9988314 0.003777351 0.9980824 6.527612e-05 0.002563483 0.3538778 0.3882705 0.4357834 0.5359994 0.4855124 0.527088 0.8858505 0.7389751 0.7052655 0.1849403 0.1105698 0.1119354 0.084964 0.06749276 0.06263783 0.4901144 0.4644155 0.4294983 0.08506592 0.06234522 0.0448133 0.1850354 0.6386287 0.1763359
"77" 0.003917427 0.000636075 0.08038019 0.0004769433 0.0003267344 0.8489882 0.003107416 0.0008620523 0.02731916 0.0003687366 0.9998597 0.001380196 0.9965425 0.0006647116 0.004807464 0.3524922 0.4082885 0.4017646 0.5014342 0.4887013 0.550145 0.8788463 0.7417965 0.7393069 0.2184842 0.1230276 0.09881332 0.07553066 0.06468221 0.0407398 0.5080269 0.4582694 0.4576227 0.09447961 0.04693137 0.0460035 0.174176 0.6546637 0.1711603
"78" 0.0007538172 0.0006223629 0.1250465 0.002678082 0.000325335 0.8476844 0.005067245 0.000136856 0.02076858 0.0002035545 0.9998819 0.0009045077 0.9989239 0.0003599547 0.003770675 0.3777627 0.3905981 0.3830547 0.512927 0.5155908 0.5180288 0.8878672 0.7515174 0.7026298 0.1754042 0.1153825 0.1438191 0.1070748 0.0529097 0.03992763 0.5464075 0.4817639 0.4088714 0.09644372 0.0454204 0.04962929 0.1908652 0.6361819 0.1729529
"79" 0.001944132 0.0002089445 0.1070723 0.0008652268 0.0008896522 0.8663278 0.002076226 9.374193e-05 0.01218415 0.001107123 0.999872 0.0007819251 0.9995926 0.0003657525 0.007562286 0.4137977 0.3954775 0.4150084 0.5182016 0.5037613 0.5520046 0.8774348 0.7413234 0.6940385 0.1691208 0.1063269 0.0994651 0.09594041 0.05803722 0.04836373 0.5268931 0.4492184 0.4132844 0.07140349 0.0499147 0.02540627 0.1854224 0.6450152 0.1695624
"80" 0.0008374853 0.0009399256 0.1142098 0.001433011 0.000221897 0.854809 0.0002407172 4.662048e-05 0.02521368 0.0004650127 0.9997825 0.0001180438 0.9998704 0.0001504819 0.001085199 0.3549498 0.3972417 0.4590539 0.5618664 0.511202 0.5147593 0.8873764 0.7391107 0.7175834 0.1902395 0.1231611 0.1030991 0.1158098 0.06553415 0.0462599 0.4830933 0.478427 0.461163 0.08178651 0.04951669 0.04078124 0.1842842 0.6456329 0.1700829
"81" 0.0001058451 1.666101e-05 0.1148044 0.0006046047 0.000760345 0.8658963 0.0004712259 0.0004706156 0.02564535 0.001028315 0.9999289 0.004188025 0.9981344 9.587727e-05 0.002651023 0.3651961 0.3845436 0.3935123 0.5369205 0.4972091 0.5395692 0.8628497 0.7443419 0.6850351 0.1625072 0.1021074 0.1186539 0.08721046 0.05459121 0.04938648 0.4959787 0.4731601 0.4402592 0.1030329 0.0570684 0.04606601 0.1877687 0.6398957 0.1723356
"82" 0.001117226 0.0002726354 0.1027355 2.820045e-05 0.0008370047 0.8546927 1.332056e-05 0.0001195253 0.04328819 0.001129886 0.9991937 0.000117147 0.9981864 1.043722e-05 0.001715528 0.3706944 0.4044246 0.4346718 0.5193977 0.5059431 0.5325457 0.8790698 0.7354449 0.6985716 0.1903634 0.1100072 0.1126625 0.08505466 0.04736093 0.03591439 0.5023557 0.4669551 0.448022 0.08658623 0.04667498 0.04324578 0.1876257 0.6486814 0.1636929
"83" 0.0009274575 0.0005994856 0.1208861 0.001688974 0.0005255203 0.8767065 0.0004746972 0.0009491365 0.02460757 0.0004465561 0.9998691 1.368726e-05 0.9965599 0.000315752 0.0004483865 0.3716596 0.3993437 0.4035722 0.4862031 0.5031514 0.5129436 0.854135 0.7632568 0.7408085 0.1943409 0.1176312 0.1263226 0.09956251 0.06039463 0.0500147 0.5224745 0.4616322 0.395816 0.0855529 0.05929883 0.04426207 0.1834404 0.6505571 0.1660025
"84" 0.0003821706 0.001287112 0.1248808 0.0001890493 0.0009760085 0.8737274 0.001453674 0.0001843481 0.0255958 0.001518769 0.9999845 0.002639094 0.9976098 0.0002480302 0.001536508 0.3498134 0.4105246 0.410316 0.5420782 0.5007845 0.5546118 0.8752686 0.7385952 0.7220995 0.21034 0.1267452 0.1159238 0.1109502 0.05903046 0.05403399 0.4737792 0.4753575 0.4328716 0.08695233 0.04798523 0.05028998 0.1769639 0.6507064 0.1723297
"85" 0.00337105 0.0005065711 0.113523 1.389177e-05 0.0001782938 0.8807842 0.001818649 0.0004811915 0.02516017 0.001311987 0.9996418 0.001238415 0.9980476 0.0006976096 0.002476607 0.4070944 0.4108049 0.4007665 0.518718 0.5200891 0.5317693 0.888355 0.7443433 0.695028 0.2064455 0.1058702 0.1174549 0.08378783 0.05675157 0.04477629 0.5012207 0.4758759 0.4362481 0.07122831 0.0534146 0.04061856 0.1796914 0.6466081 0.1737005
"86" 0.0001469253 0.0002497103 0.1160118 0.001129703 0.0005355341 0.8775224 0.00050097 1.248983e-05 0.02499258 0.001188614 0.9994025 0.001235708 0.9991615 0.0003638145 0.000407972 0.3997982 0.3900573 0.4087945 0.5263875 0.4907037 0.5154208 0.8791322 0.7293501 0.7028944 0.2067159 0.1138701 0.08486352 0.09115337 0.05683721 0.04449224 0.5428601 0.4694762 0.4361363 0.07508278 0.05675494 0.04005182 0.1876373 0.6460425 0.1663202
"87" 0.0049277 0.001487062 0.1223284 0.000291579 0.0003499125 0.8240801 0.0001749295 0.0001039297 0.01396479 0.001696065 0.9993239 0.004944534 0.9998803 2.752323e-05 0.002513591 0.3870646 0.378373 0.4324975 0.553891 0.5060569 0.5440133 0.8818772 0.7399407 0.7248548 0.2009434 0.1138528 0.1088461 0.1146522 0.05798478 0.03579839 0.4630179 0.4743922 0.4554516 0.07894976 0.04497228 0.04615753 0.1805836 0.630752 0.1886645
"88" 4.001321e-05 0.000405942 0.09849106 0.0003674322 0.0003707698 0.8764588 0.0002700636 0.000154609 0.01895467 0.003201283 0.9997263 0.003925098 0.9993243 0.0003506354 0.001543543 0.3582183 0.3881636 0.4535791 0.5297251 0.5084168 0.5406015 0.8953709 0.7350529 0.7239671 0.1800045 0.1193954 0.1481698 0.09472774 0.05994539 0.05753189 0.4946437 0.4608258 0.4375019 0.0962236 0.05619141 0.03669656 0.1812008 0.6451017 0.1736975
"89" 3.854153e-06 0.0003333572 0.0938855 0.002036371 0.000488888 0.8598626 0.001069189 6.693148e-06 0.01178996 0.0006068103 0.9998087 0.005746707 0.998878 0.0004175598 0.004581567 0.394842 0.408933 0.403402 0.5309872 0.4948198 0.5431219 0.9012634 0.7363511 0.724008 0.1677309 0.1136883 0.1177144 0.08148626 0.0649294 0.03214687 0.4988697 0.4643354 0.4489069 0.09485033 0.05123176 0.03689459 0.1828597 0.6445863 0.172554
"90" 0.0008449761 0.0001977181 0.1074653 0.002841506 3.30413e-05 0.8769009 0.002910186 5.752196e-05 0.03367813 0.00111765 0.9997616 0.001698551 0.9961562 6.005926e-05 0.005510525 0.351342 0.3927949 0.3915291 0.507784 0.4816565 0.5369329 0.8726936 0.7361394 0.6937722 0.1930893 0.1075442 0.1259643 0.1092071 0.06014088 0.054887 0.516859 0.4705681 0.4075043 0.07791129 0.04908691 0.03165263 0.1842938 0.6428457 0.1728605
"91" 0.002205158 9.801849e-05 0.1053543 0.001624513 0.0001625824 0.8569792 0.00296907 0.001597631 0.02414276 0.000975152 0.9990629 0.000617113 0.9990909 9.610714e-05 0.001378055 0.3504998 0.4042396 0.4376976 0.5174072 0.4997102 0.5393008 0.8953804 0.746381 0.6916121 0.1715231 0.1089188 0.1241044 0.1005909 0.0605083 0.06966308 0.5006599 0.4729663 0.4894432 0.09027296 0.04678528 0.05383361 0.1988338 0.6278583 0.1733078
"92" 0.001180384 4.623451e-05 0.1603794 2.514063e-05 5.927422e-05 0.8723537 4.518315e-05 0.0001244352 0.02104899 0.002314682 0.9997056 0.001486297 0.9996203 0.000476158 0.0001924722 0.3752678 0.399447 0.4131677 0.5151748 0.5057577 0.5001667 0.8954084 0.7464289 0.7174793 0.1781139 0.1106955 0.1108353 0.1028246 0.05330472 0.04346699 0.5129319 0.4716442 0.4452348 0.08323768 0.06666175 0.04793153 0.1827572 0.632703 0.1845397
"93" 0.0002306275 5.515268e-05 0.09830982 0.002530227 0.0007935591 0.8881823 8.47172e-05 0.0004451599 0.02315286 0.006877353 0.99922 0.0005043288 0.999754 0.001207558 0.001249432 0.3428599 0.4073929 0.4075036 0.5246003 0.499362 0.5270619 0.870829 0.727001 0.7077017 0.1884029 0.115524 0.1077952 0.08789733 0.05780265 0.05740206 0.4820423 0.4733321 0.4485285 0.08681784 0.04875332 0.04282546 0.1725496 0.6622843 0.1651662
"94" 0.001713887 0.0001266586 0.1137332 0.0006285926 0.001247837 0.8739644 9.980059e-06 0.0001531316 0.02696715 0.001371619 0.999142 0.0004315068 0.9995669 0.0005738857 0.005261827 0.3507762 0.3950221 0.4512278 0.5128698 0.4832051 0.5499516 0.895444 0.7488989 0.7221247 0.1942953 0.1105966 0.1287571 0.083181 0.0564988 0.07406831 0.4870258 0.4796162 0.435504 0.07287673 0.05123971 0.0751834 0.1872846 0.6251015 0.1876139
"95" 0.0003125814 6.290158e-06 0.1371235 0.00249195 0.0002920703 0.8356239 0.0003355649 3.502227e-05 0.01888016 0.0005214988 0.9999828 0.0001647671 0.999663 0.0001762743 0.001916216 0.347665 0.4069425 0.3998229 0.4949183 0.5032771 0.5137219 0.849165 0.7407555 0.7072432 0.1745961 0.101516 0.1243047 0.1029409 0.05097751 0.04048159 0.5285718 0.4627494 0.4698546 0.08508341 0.0495814 0.04909919 0.1781868 0.6502739 0.1715393
"96" 0.0002837674 0.0002495614 0.1129179 0.00432017 0.0004877886 0.85296 0.005638356 0.0001227384 0.01756035 0.0007382272 0.999309 0.0004497253 0.9986474 9.802529e-06 0.00197796 0.3615481 0.39981 0.4039001 0.5188307 0.5055492 0.5652173 0.886071 0.7417601 0.7188447 0.1969435 0.1220585 0.124632 0.08857577 0.06437108 0.04186514 0.5021273 0.4750454 0.439616 0.06884769 0.05754824 0.05207986 0.1875982 0.6352948 0.1771069
"97" 0.0003193919 2.824291e-05 0.1147273 0.0007143499 0.0005561686 0.8728626 0.000213432 4.635793e-06 0.03207595 0.001010897 0.999857 0.0001389013 0.9987113 0.000335812 0.0003668712 0.4217458 0.3968052 0.3725534 0.4737444 0.4987021 0.5170881 0.8831044 0.7269622 0.7294475 0.2042294 0.1060912 0.106577 0.1222042 0.05271298 0.04817546 0.5123563 0.4618064 0.4548516 0.1040105 0.05345343 0.04349257 0.1871021 0.6466817 0.1662161
"98" 0.0003659226 0.0007134564 0.1036758 0.0002093915 0.0004589578 0.8711374 0.00283459 0.0007387358 0.03567459 0.001595465 0.9998959 0.001921793 0.9979298 0.000779946 0.0007076304 0.3759441 0.3666003 0.3991411 0.5297128 0.4996396 0.5338201 0.8908896 0.7456959 0.7114481 0.1723919 0.1106518 0.1291754 0.09172537 0.05868008 0.0528685 0.5457925 0.4814427 0.407491 0.1082745 0.05125048 0.02923927 0.1768415 0.6492478 0.1739107
"99" 0.0007139876 3.16837e-05 0.1167729 0.000259446 7.286313e-05 0.8453207 0.0002231299 0.0004476367 0.02543819 0.0003405248 0.997654 0.0007529529 0.9993195 0.0004666672 0.002067443 0.3354042 0.3942687 0.3861431 0.5025044 0.5020299 0.5107807 0.8790553 0.7360489 0.6808532 0.1639094 0.1057415 0.1165364 0.09204454 0.05679249 0.04974556 0.4961406 0.447621 0.4258735 0.07971366 0.05189909 0.04654039 0.1968627 0.631918 0.1712193
