"V1","V2","V3"
1.89586570717627e-06,0.999948254603977,4.98495303158363e-05
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
4.1303635260458e-07,0.999953875053009,4.57119106381517e-05
0.999819832745241,4.28366615476541e-07,0.000179738888143414
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
1.66443274162097e-06,0.999967163494366,3.11720728923375e-05
1.90093501004859e-06,0.999969250852529,2.88482124609139e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
1.7978307353367e-06,0.999961434057461,3.67681118038546e-05
1.00322192034901e-06,0.999950713148153,4.82836299268945e-05
0.999682480930078,7.9160695569735e-07,0.000316727462966636
9.19071431512245e-07,0.999955859793215,4.32211353525726e-05
1.05320329743705e-06,0.999958837401917,4.01093947852074e-05
0.999920714534334,2.78251883450363e-07,7.90072137827268e-05
1.66443274162097e-06,0.999967163494366,3.11720728923375e-05
1.3616193091916e-05,1.05397947379794e-06,0.999985329827434
6.67024525499848e-06,9.73078076806688e-07,0.999992356676668
6.85454570653632e-06,1.08075167821445e-06,0.999992064702615
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
2.30452487519792e-06,0.999961424789171,3.6270685953481e-05
0.999920714534334,2.78251883450363e-07,7.90072137827268e-05
1.05320329743705e-06,0.999958837401917,4.01093947852074e-05
6.67024525499848e-06,9.73078076806688e-07,0.999992356676668
1.66443274162097e-06,0.999967163494366,3.11720728923375e-05
1.81417957445384e-06,0.999963381919284,3.48039011415835e-05
0.999916662984042,2.60508722916692e-07,8.3076507235717e-05
1.05320329743705e-06,0.999958837401917,4.01093947852074e-05
7.53870902164693e-06,1.1508708090434e-06,0.999991310420169
0.999946482795662,1.72754509459908e-07,5.3344449828038e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
0.999752625155071,6.97282625017676e-07,0.000246677562303919
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
1.73799331807242e-06,0.999953622970731,4.46390359509555e-05
6.67024525499848e-06,9.73078076806688e-07,0.999992356676668
0.999943643982903,1.61732489706398e-07,5.6194284607397e-05
7.53913804608813e-06,1.06361798679111e-06,0.999991397243968
1.99534360956524e-06,0.999956539620848,4.1465035541423e-05
8.53219703186217e-07,0.999946273241732,5.28735385646093e-05
6.81655824071611e-07,0.99994832023853,5.09981056463204e-05
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
0.999942292421726,1.70658806056589e-07,5.75369194673205e-05
6.67024525499848e-06,9.73078076806688e-07,0.999992356676668
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
0.999946482795662,1.72754509459908e-07,5.3344449828038e-05
1.16681959474266e-05,1.29696685881528e-06,0.999987034837194
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
2.1799139077578e-06,0.999951549395343,4.62706907492751e-05
0.999905281717488,2.77309701101786e-07,9.44409728115819e-05
2.1799139077578e-06,0.999951549395343,4.62706907492751e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
0.999900122969176,2.98091621347302e-07,9.95789392026076e-05
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
1.23478242837073e-05,1.06765076778803e-06,0.999986584524948
1.64801062826462e-06,0.999965441416,3.2910573371751e-05
1.81417957445384e-06,0.999963381919284,3.48039011415835e-05
0.999892992608973,2.95455648356643e-07,0.000106711935378455
0.999900122969176,2.98091621347302e-07,9.95789392026076e-05
0.999898215667943,3.14873314773669e-07,0.000101469458741606
1.64801062826462e-06,0.999965441416,3.2910573371751e-05
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
0.999916662984042,2.60508722916692e-07,8.3076507235717e-05
0.999942292421726,1.70658806056589e-07,5.75369194673205e-05
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
1.81417957445384e-06,0.999963381919284,3.48039011415835e-05
8.53219703186217e-07,0.999946273241732,5.28735385646093e-05
0.999952981803288,1.41088473934208e-07,4.68771082375499e-05
0.999900122969176,2.98091621347302e-07,9.95789392026076e-05
1.73799331807242e-06,0.999953622970731,4.46390359509555e-05
5.74290686897749e-06,9.91561673086644e-07,0.999993265531458
0.999878703609513,3.59962720216504e-07,0.000120936427767035
0.999905108384072,3.18302295154576e-07,9.45733136325757e-05
0.999910159011549,2.96628249619742e-07,8.95443602015563e-05
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
0.999955276923493,1.5076090788935e-07,4.45723155994286e-05
0.999920714534334,2.78251883450363e-07,7.90072137827268e-05
0.999931273504525,1.95421329960459e-07,6.85310741452273e-05
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
0.999946482795662,1.72754509459908e-07,5.3344449828038e-05
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
3.43155395371097e-06,0.999960501976722,3.60664693240683e-05
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
0.999946623007896,1.92992250432965e-07,5.31839998536524e-05
3.23645301433589e-05,1.3731549935336e-06,0.999966262314863
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
2.19100686882645e-06,0.99995422652759,4.3582465541413e-05
0.999905108384072,3.18302295154576e-07,9.45733136325757e-05
3.15055635389096e-06,0.999964532624833,3.23168188135713e-05
1.21532894447773e-06,0.999963647989343,3.51366817127539e-05
1.15838021294023e-06,0.999956569458659,4.22721611288843e-05
2.00645743031012e-06,0.999958924985464,3.90685571059205e-05
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
0.999892992608973,2.95455648356643e-07,0.000106711935378455
3.43155395371097e-06,0.999960501976722,3.60664693240683e-05
0.999898215667943,3.14873314773669e-07,0.000101469458741606
0.999898215667943,3.14873314773669e-07,0.000101469458741606
7.77348220712596e-06,1.18184873878453e-06,0.999991044669054
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
1.05320329743705e-06,0.999958837401917,4.01093947852074e-05
0.999621340204628,9.02921217279573e-07,0.000377756874154405
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
9.19058213610683e-06,1.23287703966588e-06,0.999989576540825
1.00322192034901e-06,0.999950713148153,4.82836299268945e-05
1.15118048871841e-06,0.999954063221817,4.4785597694146e-05
0.999892992608973,2.95455648356643e-07,0.000106711935378455
8.08421561224022e-07,0.999962277405926,3.69141725116399e-05
0.999872313762052,3.3789642322448e-07,0.000127348341524546
3.93376473812239e-06,0.999962694547625,3.33716876369228e-05
0.99997535782122,9.12205910651588e-08,2.45509581886348e-05
1.16681959474266e-05,1.29696685881528e-06,0.999987034837194
3.43155395371097e-06,0.999960501976722,3.60664693240683e-05
9.19071431512245e-07,0.999955859793215,4.32211353525726e-05
9.19058213610683e-06,1.23287703966588e-06,0.999989576540825
3.17107551561719e-06,9.96623709546099e-07,0.999995832300775
4.1408524786611e-07,0.999956401612033,4.31843027189433e-05
1.05320329743705e-06,0.999958837401917,4.01093947852074e-05
0.999878703609513,3.59962720216504e-07,0.000120936427767035
0.999916662984042,2.60508722916692e-07,8.3076507235717e-05
8.53219703186217e-07,0.999946273241732,5.28735385646093e-05
0.999898215667943,3.14873314773669e-07,0.000101469458741606
1.32986561151619e-06,0.999959479855105,3.91902792833328e-05
0.999892992608973,2.95455648356643e-07,0.000106711935378455
0.999952981803288,1.41088473934208e-07,4.68771082375499e-05
0.999905108384072,3.18302295154576e-07,9.45733136325757e-05
2.1799139077578e-06,0.999951549395343,4.62706907492751e-05
1.81417957445384e-06,0.999963381919284,3.48039011415835e-05
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
1.06018361807927e-06,0.999961056154619,3.78836617631657e-05
9.19071431512245e-07,0.999955859793215,4.32211353525726e-05
3.93376473812239e-06,0.999962694547625,3.33716876369228e-05
0.999920714534334,2.78251883450363e-07,7.90072137827268e-05
1.15988070485958e-06,0.999934296153582,6.45439657128331e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
0.999885186081435,3.42887359170644e-07,0.000114471031205578
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
0.999867523502922,2.68040354192054e-07,0.000132208456723588
1.11792050610716e-06,0.999954191950387,4.46901291064231e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
2.22126563343744e-07,0.999936432460022,6.33454134148006e-05
3.19267931177149e-07,0.999942071035735,5.76096963344231e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
0.999906588405552,2.84014116449766e-07,9.31275803310993e-05
1.41681528016183e-06,0.999951414629988,4.71685547320387e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
3.97634025914688e-06,1.01877663658716e-06,0.999995004883104
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
5.2636891815508e-07,0.999935207873715,6.42657573664909e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
6.05767912924861e-06,9.49624961283074e-07,0.99999299269591
0.999735799704214,6.02145474967542e-07,0.000263598150310536
0.999465407477793,1.16985771483302e-06,0.000533422664492854
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
0.999794017588983,5.34366453056734e-07,0.000205448044563351
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
1.33243563019312e-06,0.999938443260675,6.0224303695329e-05
1.02782396390832e-06,0.999958880939211,4.00912368247575e-05
0.999785242041687,5.00434412601579e-07,0.000214257523900612
0.99987291875949,2.85811701465114e-07,0.000126795428808927
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
1.15012769067867e-06,7.79503462761288e-07,0.999998070368847
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
1.22293149339344e-06,0.99994472727057,5.40497979366033e-05
2.93273758093709e-07,0.999947939368343,5.17673578996738e-05
2.93273758093709e-07,0.999947939368343,5.17673578996738e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
1.54558863620826e-06,0.999945944135653,5.25102757107016e-05
0.999785242041687,5.00434412601579e-07,0.000214257523900612
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
4.33377255673181e-07,0.999945072871739,5.44937510057764e-05
2.95661822243634e-06,8.988828538498e-07,0.999996144498924
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
1.11792050610716e-06,0.999954191950387,4.46901291064231e-05
3.23928708958554e-06,8.72604425121348e-07,0.999995888108485
0.999767253770613,4.9359499704813e-07,0.000232252634389799
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
1.36138675928063e-06,8.15961527194438e-07,0.999997822651713
0.999947482587219,1.5386957007401e-07,5.23635432113962e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
1.22293149339344e-06,0.99994472727057,5.40497979366033e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
1.04969352165658e-06,8.01158479818223e-07,0.999998149147998
0.999724428921188,5.65115313303448e-07,0.000275005963498611
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
0.999867523502922,2.68040354192054e-07,0.000132208456723588
0.999776780721338,5.26118022723249e-07,0.000222693160639023
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
0.999337798449005,1.41220735929961e-06,0.000660789343635759
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
3.97634025914688e-06,1.01877663658716e-06,0.999995004883104
2.50217071312991e-06,8.5913353017206e-07,0.999996638695757
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
9.00270920403723e-06,1.02773464087794e-06,0.999989969556155
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
0.999843196281097,3.07277981621337e-07,0.000156496440921746
2.41250563071855e-07,0.999929139454991,7.0619294445974e-05
3.36980245089315e-06,9.72943203593834e-07,0.999995657254346
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
0.999185558670856,1.51060985094876e-06,0.000812930719293877
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
1.06622938452304e-06,0.999941057096465,5.78766741501888e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
1.23461873831826e-06,0.999948249269285,5.05161119772867e-05
4.04017708055097e-05,4.03625920482928e-05,0.999919235637146
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
5.72854311382293e-06,9.86290149177861e-07,0.999993285166738
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
0.999849672771296,3.27498146419475e-07,0.000149999730557016
1.41412244607067e-06,9.09138128709338e-07,0.999997676739425
3.43862181708218e-05,3.91154077100118e-05,0.999926498374119
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
1.22293149339344e-06,0.99994472727057,5.40497979366033e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
1.10369086135004e-06,0.999951247671584,4.76486375544272e-05
3.36980245089315e-06,9.72943203593834e-07,0.999995657254346
3.97634025914688e-06,1.01877663658716e-06,0.999995004883104
0.999776780721338,5.26118022723249e-07,0.000222693160639023
2.41268254985686e-06,7.71471755998613e-07,0.999996815845694
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
0.999819408357258,4.36797543511479e-07,0.000180154845198148
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
1.15988070485958e-06,0.999934296153582,6.45439657128331e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
2.76586177574846e-07,0.999933794665105,6.59287487169991e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
2.41268254985686e-06,7.71471755998613e-07,0.999996815845694
0.999892853086909,3.48058871193761e-07,0.000106798854219693
3.43862181708218e-05,3.91154077100118e-05,0.999926498374119
2.41250563071855e-07,0.999929139454991,7.0619294445974e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
2.41250563071855e-07,0.999929139454991,7.0619294445974e-05
4.03115864470626e-07,0.999953669580781,4.59273033543837e-05
1.54558863620826e-06,0.999945944135653,5.25102757107016e-05
2.93273758093709e-07,0.999947939368343,5.17673578996738e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
1.41681528016183e-06,0.999951414629988,4.71685547320387e-05
0.999622752155838,7.66258933053977e-07,0.000376481585229281
1.33243563019312e-06,0.999938443260675,6.0224303695329e-05
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
0.999337798449005,1.41220735929961e-06,0.000660789343635759
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
2.95661822243634e-06,8.988828538498e-07,0.999996144498924
3.19267931177149e-07,0.999942071035735,5.76096963344231e-05
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
1.23461873831826e-06,0.999948249269285,5.05161119772867e-05
0.999826711721988,4.66531755861755e-07,0.000172821746256021
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
2.22126563343744e-07,0.999936432460022,6.33454134148006e-05
0.999826711721988,4.66531755861755e-07,0.000172821746256021
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
4.27201815480433e-05,4.492543547897e-05,0.999912354382973
3.19267931177149e-07,0.999942071035735,5.76096963344231e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
3.82510878042015e-06,9.12862150139893e-07,0.999995262029069
1.23461873831826e-06,0.999948249269285,5.05161119772867e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
2.78390552801492e-07,0.999938000872015,6.172073743267e-05
1.19557182095021e-06,8.67725171630548e-07,0.999997936703007
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
0.999767253770613,4.9359499704813e-07,0.000232252634389799
0.999826711721988,4.66531755861755e-07,0.000172821746256021
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
0.999724428921188,5.65115313303448e-07,0.000275005963498611
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
2.8532439522191e-06,8.06467335155439e-07,0.999996340288713
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
2.8532439522191e-06,8.06467335155439e-07,0.999996340288713
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
0.999878265581863,2.7206536295172e-07,0.000121462352773684
2.22126563343744e-07,0.999936432460022,6.33454134148006e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
3.23928708958554e-06,8.72604425121348e-07,0.999995888108485
0.999819408357258,4.36797543511479e-07,0.000180154845198148
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
2.22126563343744e-07,0.999936432460022,6.33454134148006e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
0.999776780721338,5.26118022723249e-07,0.000222693160639023
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
2.41250563071855e-07,0.999929139454991,7.0619294445974e-05
2.95661822243634e-06,8.988828538498e-07,0.999996144498924
9.65630321350708e-07,0.999947861657252,5.11727124263885e-05
0.999767253770613,4.9359499704813e-07,0.000232252634389799
1.22293149339344e-06,0.99994472727057,5.40497979366033e-05
2.56067240553679e-07,0.999944324521231,5.54194115280807e-05
0.999311228817248,1.32373484517633e-06,0.000687447447906767
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
0.999897644671377,2.37152695530587e-07,0.000102118175926777
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
2.78390552801492e-07,0.999938000872015,6.172073743267e-05
1.54558863620826e-06,0.999945944135653,5.25102757107016e-05
3.19267931177149e-07,0.999942071035735,5.76096963344231e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
0.999819408357258,4.36797543511479e-07,0.000180154845198148
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
1.17352649330212e-06,0.999961475016266,3.73514572399894e-05
0.999767253770613,4.9359499704813e-07,0.000232252634389799
8.15832957872137e-07,0.999948610464058,5.0573702984261e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
1.54558863620826e-06,0.999945944135653,5.25102757107016e-05
7.47467358466095e-07,0.999953838589571,4.54139430709085e-05
0.999819408357258,4.36797543511479e-07,0.000180154845198148
3.63264856543297e-05,4.35087199786883e-05,0.999920164794367
1.33243563019312e-06,0.999938443260675,6.0224303695329e-05
0.999337798449005,1.41220735929961e-06,0.000660789343635759
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
2.95661822243634e-06,8.988828538498e-07,0.999996144498924
0.000305029710492708,0.000144218535694017,0.999550751753813
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
6.5244513535703e-07,0.999950713981784,4.86335730805211e-05
2.41268254985686e-06,7.71471755998613e-07,0.999996815845694
0.999389350163794,1.42801118629141e-06,0.0006092218250185
2.54357733735225e-07,0.999940561078003,5.91845642623842e-05
2.8532439522191e-06,8.06467335155439e-07,0.999996340288713
3.97634025914688e-06,1.01877663658716e-06,0.999995004883104
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
7.11032247623236e-07,0.999945094953626,5.41940141262581e-05
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
6.45654368096348e-07,0.999947385848386,5.19684972456708e-05
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
0.999887898063228,3.25095513044187e-07,0.000111776841258787
7.03899181996832e-07,0.99994136763548,5.79284653385791e-05
4.03115864470626e-07,0.999953669580781,4.59273033543837e-05
2.8532439522191e-06,8.06467335155439e-07,0.999996340288713
1.04969352165658e-06,8.01158479818223e-07,0.999998149147998
0.999819408357258,4.36797543511479e-07,0.000180154845198148
0.999776780721338,5.26118022723249e-07,0.000222693160639023
6.13845238012181e-07,0.99993731879314,6.2067361621816e-05
2.50217071312991e-06,8.5913353017206e-07,0.999996638695757
5.63836501180835e-07,0.999943792340298,5.56438232008969e-05
