"STEPHENS" "ECR" "ECR-ITERATIVE-1"
"z.2224" 2 2 2
"z.2225" 2 2 2
"z.2226" 2 2 2
"z.2227" 1 1 1
"z.2228" 3 3 3
"z.2229" 2 2 2
"z.2230" 2 2 2
"z.2231" 2 2 2
"z.2232" 2 2 2
"z.2233" 2 2 2
"z.2234" 2 2 2
"z.2235" 2 2 2
"z.2236" 2 2 2
"z.2237" 2 2 2
"z.2238" 2 2 2
"z.2239" 3 3 3
"z.2240" 2 2 2
"z.2241" 3 3 3
"z.2242" 3 3 3
"z.2243" 2 2 2
"z.2244" 2 2 2
"z.2245" 3 3 3
"z.2246" 3 3 3
"z.2247" 2 2 2
"z.2248" 2 2 2
"z.2249" 2 2 2
"z.2250" 2 2 2
"z.2251" 2 2 2
"z.2252" 2 2 2
"z.2253" 2 2 2
"z.2254" 2 2 2
"z.2255" 3 3 3
"z.2256" 1 1 1
"z.2257" 3 3 3
"z.2258" 2 2 2
"z.2259" 2 2 2
"z.2260" 2 2 2
"z.2261" 1 1 1
"z.2262" 2 2 2
"z.2263" 2 2 2
"z.2264" 3 3 3
"z.2265" 2 2 2
"z.2266" 2 2 2
"z.2267" 3 3 3
"z.2268" 3 3 3
"z.2269" 1 1 1
"z.2270" 1 1 1
"z.2271" 2 2 2
"z.2272" 3 3 3
"z.2273" 1 1 1
"z.2274" 2 2 2
"z.2275" 2 2 2
"z.2276" 1 1 1
"z.2277" 2 2 2
"z.2278" 2 2 2
"z.2279" 2 2 2
"z.2280" 2 2 2
"z.2281" 3 3 3
"z.2282" 2 2 2
"z.2283" 1 1 1
"z.2284" 3 3 3
"z.2285" 2 2 2
"z.2286" 2 2 2
"z.2287" 3 3 3
"z.2288" 2 2 2
"z.2289" 1 1 1
"z.2290" 3 3 3
"z.2291" 2 2 2
"z.2292" 2 2 2
"z.2293" 2 2 2
"z.2294" 2 2 2
"z.2295" 2 2 2
"z.2296" 3 3 3
"z.2297" 3 3 3
"z.2298" 2 2 2
"z.2299" 2 2 2
"z.2300" 3 3 3
"z.2301" 2 2 2
"z.2302" 2 2 2
"z.2303" 1 1 1
"z.2304" 2 2 2
"z.2305" 1 1 1
"z.2306" 2 2 2
"z.2307" 2 2 2
"z.2308" 3 3 3
"z.2309" 1 1 1
"z.2310" 2 2 2
"z.2311" 3 3 3
"z.2312" 2 2 2
"z.2313" 1 1 1
"z.2314" 3 3 3
"z.2315" 2 2 2
"z.2316" 2 2 2
"z.2317" 2 2 2
"z.2318" 2 2 2
"z.2319" 3 3 3
"z.2320" 2 2 2
"z.2321" 1 1 1
"z.2322" 3 3 3
"z.2323" 2 2 2
"z.2324" 2 2 2
"z.2325" 1 1 1
"z.2326" 2 2 2
"z.2327" 2 2 2
"z.2328" 1 1 1
"z.2329" 1 1 1
"z.2330" 2 2 2
"z.2331" 2 2 2
"z.2332" 3 3 3
"z.2333" 3 3 3
"z.2334" 2 2 2
"z.2335" 2 2 2
"z.2336" 2 2 2
"z.2337" 2 2 2
"z.2338" 1 1 1
"z.2339" 2 2 2
"z.2340" 2 2 2
"z.2341" 1 1 1
"z.2342" 2 2 2
"z.2343" 2 2 2
"z.2344" 2 2 2
"z.2345" 1 1 1
"z.2346" 1 1 1
"z.2347" 2 2 2
"z.2348" 2 2 2
"z.2349" 2 2 2
"z.2350" 1 1 1
"z.2351" 2 2 2
"z.2352" 1 1 1
"z.2353" 1 1 1
"z.2354" 2 2 2
"z.2355" 3 3 3
"z.2356" 3 3 3
"z.2357" 2 2 2
"z.2358" 3 3 3
"z.2359" 2 2 2
"z.2360" 2 2 2
"z.2361" 3 3 3
"z.2362" 2 2 2
"z.2363" 1 1 1
"z.2364" 2 2 2
"z.2365" 2 2 2
"z.2366" 2 2 2
"z.2367" 3 3 3
"z.2368" 2 2 2
"z.2369" 2 2 2
"z.2370" 2 2 2
"z.2371" 2 2 2
"z.2372" 1 1 1
"z.2373" 1 1 1
"z.2374" 2 2 2
"z.2375" 1 1 1
"z.2376" 2 2 2
"z.2377" 2 2 2
"z.2378" 3 3 3
"z.2379" 2 2 2
"z.2380" 2 2 2
"z.2381" 1 1 1
"z.2382" 1 1 1
"z.2383" 2 2 2
"z.2384" 2 2 2
"z.2385" 2 2 2
"z.2386" 3 3 3
"z.2387" 2 2 2
"z.2388" 2 2 2
"z.2389" 2 2 2
"z.2390" 2 2 2
"z.2391" 3 3 3
"z.2392" 2 2 2
"z.2393" 2 2 2
"z.2394" 2 2 2
"z.2395" 2 2 2
"z.2396" 3 3 3
"z.2397" 2 2 2
"z.2398" 2 2 2
"z.2399" 2 2 2
"z.2400" 2 2 2
"z.2401" 2 2 2
"z.2402" 2 2 2
"z.2403" 2 2 2
"z.2404" 1 1 1
"z.2405" 3 3 3
"z.2406" 3 3 3
"z.2407" 2 2 2
"z.2408" 2 2 2
"z.2409" 2 2 2
"z.2410" 2 2 2
"z.2411" 2 2 2
"z.2412" 2 2 2
"z.2413" 1 1 1
"z.2414" 2 2 2
"z.2415" 2 2 2
"z.2416" 1 1 1
"z.2417" 2 2 2
"z.2418" 2 2 2
"z.2419" 1 1 1
"z.2420" 2 2 2
"z.2421" 2 2 2
"z.2422" 3 3 3
"z.2423" 2 2 2
"z.2424" 1 1 1
"z.2425" 2 2 2
"z.2426" 1 1 1
"z.2427" 2 2 2
"z.2428" 3 3 3
"z.2429" 2 2 2
"z.2430" 2 2 2
"z.2431" 3 3 3
"z.2432" 2 2 2
"z.2433" 3 3 3
"z.2434" 1 1 1
"z.2435" 2 2 2
"z.2436" 2 2 2
"z.2437" 3 3 3
"z.2438" 2 2 2
"z.2439" 3 3 3
"z.2440" 1 1 1
"z.2441" 2 2 2
"z.2442" 2 2 2
"z.2443" 1 1 1
"z.2444" 2 2 2
"z.2445" 2 2 2
"z.2446" 2 2 2
"z.2447" 2 2 2
"z.2448" 2 2 2
"z.2449" 2 2 2
"z.2450" 2 2 2
"z.2451" 1 1 1
"z.2452" 1 1 1
"z.2453" 2 2 2
"z.2454" 1 1 1
"z.2455" 2 2 2
"z.2456" 2 2 2
"z.2457" 1 1 1
"z.2458" 2 2 2
"z.2459" 2 2 2
"z.2460" 3 3 3
"z.2461" 2 2 2
"z.2462" 1 1 1
"z.2463" 1 1 1
"z.2464" 3 3 3
"z.2465" 1 1 1
"z.2466" 2 2 2
"z.2467" 1 1 1
"z.2468" 2 2 2
"z.2469" 1 1 1
"z.2470" 3 3 3
"z.2471" 2 2 2
"z.2472" 2 2 2
"z.2473" 2 2 2
"z.2474" 2 2 2
"z.2475" 2 2 2
"z.2476" 2 2 2
"z.2477" 2 2 2
"z.2478" 1 1 1
"z.2479" 2 2 2
"z.2480" 3 3 3
"z.2481" 2 2 2
"z.2482" 1 1 1
"z.2483" 2 2 2
"z.2484" 2 2 2
"z.2485" 2 2 2
"z.2486" 3 3 3
"z.2487" 3 3 3
"z.2488" 2 2 2
"z.2489" 2 2 2
"z.2490" 3 3 3
"z.2491" 1 1 1
"z.2492" 2 2 2
"z.2493" 2 2 2
"z.2494" 2 2 2
"z.2495" 3 3 3
"z.2496" 2 2 2
"z.2497" 2 2 2
"z.2498" 2 2 2
"z.2499" 1 1 1
"z.2500" 2 2 2
"z.2501" 2 2 2
"z.2502" 1 1 1
"z.2503" 2 2 2
"z.2504" 1 1 1
"z.2505" 3 3 3
"z.2506" 2 2 2
"z.2507" 2 2 2
"z.2508" 3 3 3
"z.2509" 2 2 2
"z.2510" 1 1 1
"z.2511" 2 2 2
"z.2512" 3 3 3
"z.2513" 2 2 2
"z.2514" 2 2 2
"z.2515" 2 2 2
"z.2516" 2 2 2
"z.2517" 2 2 2
"z.2518" 3 3 3
"z.2519" 2 2 2
"z.2520" 1 1 1
"z.2521" 1 1 1
"z.2522" 2 2 2
"z.2523" 2 2 2
"z.2524" 2 2 2
"z.2525" 2 2 2
"z.2526" 2 2 2
"z.2527" 2 2 2
"z.2528" 1 1 1
"z.2529" 1 1 1
"z.2530" 2 2 2
"z.2531" 3 3 3
"z.2532" 2 2 2
"z.2533" 3 3 3
"z.2534" 2 2 2
"z.2535" 1 1 1
"z.2536" 1 1 1
"z.2537" 3 3 3
"z.2538" 1 1 1
"z.2539" 2 2 2
"z.2540" 2 2 2
"z.2541" 2 2 2
"z.2542" 2 2 2
"z.2543" 1 1 1
"z.2544" 1 1 1
"z.2545" 2 2 2
"z.2546" 2 2 2
"z.2547" 2 2 2
"z.2548" 2 2 2
"z.2549" 1 1 1
"z.2550" 2 2 2
"z.2551" 2 2 2
"z.2552" 2 2 2
"z.2553" 3 3 3
"z.2554" 2 2 2
"z.2555" 3 3 3
"z.2556" 2 2 2
"z.2557" 2 2 2
"z.2558" 2 2 2
"z.2559" 2 2 2
"z.2560" 2 2 2
"z.2561" 3 3 3
"z.2562" 2 2 2
"z.2563" 3 3 3
"z.2564" 2 2 2
"z.2565" 2 2 2
"z.2566" 2 2 2
"z.2567" 1 1 1
"z.2568" 1 1 1
"z.2569" 2 2 2
"z.2570" 2 2 2
"z.2571" 1 1 1
"z.2572" 3 3 3
"z.2573" 3 3 3
"z.2574" 2 2 2
"z.2575" 1 1 1
"z.2576" 2 2 2
"z.2577" 1 1 1
"z.2578" 3 3 3
"z.2579" 2 2 2
"z.2580" 2 2 2
"z.2581" 3 3 3
"z.2582" 2 2 2
"z.2583" 3 3 3
"z.2584" 1 1 1
"z.2585" 2 2 2
"z.2586" 2 2 2
"z.2587" 2 2 2
"z.2588" 1 1 1
"z.2589" 1 1 1
"z.2590" 1 1 1
"z.2591" 1 1 1
"z.2592" 1 1 1
"z.2593" 1 1 1
"z.2594" 1 1 1
"z.2595" 2 2 2
"z.2596" 2 2 2
"z.2597" 2 2 2
"z.2598" 2 2 2
"z.2599" 2 2 2
"z.2600" 2 2 2
"z.2601" 2 2 2
"z.2602" 1 1 1
"z.2603" 2 2 2
"z.2604" 3 3 3
"z.2605" 2 2 2
"z.2606" 2 2 2
"z.2607" 2 2 2
"z.2608" 2 2 2
"z.2609" 2 2 2
"z.2610" 2 2 2
"z.2611" 2 2 2
"z.2612" 3 3 3
"z.2613" 2 2 2
"z.2614" 2 2 2
"z.2615" 2 2 2
"z.2616" 2 2 2
"z.2617" 3 3 3
"z.2618" 2 2 2
"z.2619" 2 2 2
"z.2620" 2 2 2
"z.2621" 2 2 2
"z.2622" 3 3 3
"z.2623" 2 2 2
"z.2624" 3 3 3
"z.2625" 3 3 3
"z.2626" 2 2 2
"z.2627" 2 2 2
"z.2628" 2 2 2
"z.2629" 1 1 1
"z.2630" 1 1 1
"z.2631" 2 2 2
"z.2632" 2 2 2
"z.2633" 1 1 1
"z.2634" 2 2 2
"z.2635" 2 2 2
"z.2636" 2 2 2
"z.2637" 2 2 2
"z.2638" 2 2 2
"z.2639" 2 2 2
"z.2640" 2 2 2
"z.2641" 2 2 2
"z.2642" 3 3 3
"z.2643" 3 3 3
"z.2644" 2 2 2
"z.2645" 1 1 1
"z.2646" 3 3 3
"z.2647" 2 2 2
"z.2648" 2 2 2
"z.2649" 3 3 3
"z.2650" 2 2 2
"z.2651" 1 1 1
"z.2652" 1 1 1
"z.2653" 2 2 2
"z.2654" 2 2 2
"z.2655" 2 2 2
"z.2656" 2 2 2
"z.2657" 3 3 3
"z.2658" 2 2 2
"z.2659" 2 2 2
"z.2660" 2 2 2
"z.2661" 3 3 3
"z.2662" 2 2 2
"z.2663" 2 2 2
"z.2664" 2 2 2
"z.2665" 2 2 2
"z.2666" 3 3 3
"z.2667" 3 3 3
"z.2668" 3 3 3
"z.2669" 3 3 3
"z.2670" 2 2 2
"z.2671" 3 3 3
"z.2672" 2 2 2
"z.2673" 2 2 2
"z.2674" 2 2 2
"z.2675" 2 2 2
"z.2676" 2 2 2
"z.2677" 2 2 2
"z.2678" 1 1 1
"z.2679" 2 2 2
"z.2680" 3 3 3
"z.2681" 2 2 2
"z.2682" 3 3 3
"z.2683" 2 2 2
"z.2684" 1 1 1
"z.2685" 2 2 2
"z.2686" 2 2 2
"z.2687" 2 2 2
"z.2688" 2 2 2
"z.2689" 1 1 1
"z.2690" 2 2 2
"z.2691" 2 2 2
"z.2692" 3 3 3
"z.2693" 2 2 2
"z.2694" 2 2 2
"z.2695" 1 1 1
"z.2696" 2 2 2
"z.2697" 1 1 1
"z.2698" 3 3 3
"z.2699" 1 1 1
"z.2700" 2 2 2
"z.2701" 2 2 2
"z.2702" 3 3 3
"z.2703" 2 2 2
"z.2704" 2 2 2
"z.2705" 3 3 3
"z.2706" 2 2 2
"z.2707" 2 2 2
"z.2708" 2 2 2
"z.2709" 2 2 2
"z.2710" 3 3 3
"z.2711" 2 2 2
"z.2712" 2 2 2
"z.2713" 2 2 2
"z.2714" 3 3 3
"z.2715" 1 1 1
"z.2716" 3 3 3
"z.2717" 3 3 3
"z.2718" 2 2 2
"z.2719" 2 2 2
"z.2720" 2 2 2
"z.2721" 2 2 2
"z.2722" 1 1 1
"z.2723" 2 2 2
"z.2724" 2 2 2
"z.2725" 2 2 2
"z.2726" 1 1 1
"z.2727" 2 2 2
"z.2728" 2 2 2
"z.2729" 2 2 2
"z.2730" 2 2 2
"z.2731" 3 3 3
"z.2732" 2 2 2
"z.2733" 3 3 3
"z.2734" 3 3 3
"z.2735" 2 2 2
"z.2736" 2 2 2
"z.2737" 2 2 2
"z.2738" 2 2 2
"z.2739" 2 2 2
"z.2740" 1 1 1
"z.2741" 2 2 2
"z.2742" 2 2 2
"z.2743" 2 2 2
"z.2744" 2 2 2
"z.2745" 2 2 2
"z.2746" 2 2 2
"z.2747" 3 3 3
"z.2748" 1 1 1
"z.2749" 2 2 2
"z.2750" 3 3 3
"z.2751" 2 2 2
"z.2752" 2 2 2
"z.2753" 2 2 2
"z.2754" 2 2 2
"z.2755" 1 1 1
"z.2756" 1 1 1
"z.2757" 1 1 1
"z.2758" 1 1 1
"z.2759" 2 2 2
"z.2760" 1 1 1
"z.2761" 3 3 3
"z.2762" 2 2 2
"z.2763" 1 1 1
"z.2764" 2 2 2
"z.2765" 2 2 2
"z.2766" 2 2 2
"z.2767" 2 2 2
"z.2768" 1 1 1
"z.2769" 2 2 2
"z.2770" 2 2 2
"z.2771" 2 2 2
"z.2772" 3 3 3
"z.2773" 2 2 2
"z.2774" 1 1 1
"z.2775" 2 2 2
"z.2776" 2 2 2
"z.2777" 2 2 2
"z.2778" 2 2 2
"z.2779" 2 2 2
"z.2780" 2 2 2
"z.2781" 1 1 1
"z.2782" 1 1 1
"z.2783" 2 2 2
"z.2784" 2 2 2
"z.2785" 2 2 2
"z.2786" 2 2 2
"z.2787" 2 2 2
"z.2788" 2 2 2
"z.2789" 2 2 2
"z.2790" 2 2 2
"z.2791" 2 2 2
"z.2792" 2 2 2
"z.2793" 2 2 2
"z.2794" 2 2 2
"z.2795" 3 3 3
"z.2796" 2 2 2
"z.2797" 3 3 3
"z.2798" 1 1 1
"z.2799" 2 2 2
"z.2800" 2 2 2
"z.2801" 2 2 2
"z.2802" 3 3 3
"z.2803" 3 3 3
"z.2804" 3 3 3
"z.2805" 2 2 2
"z.2806" 3 3 3
"z.2807" 1 1 1
"z.2808" 2 2 2
"z.2809" 1 1 1
"z.2810" 3 3 3
"z.2811" 3 3 3
"z.2812" 2 2 2
"z.2813" 3 3 3
"z.2814" 2 2 2
"z.2815" 1 1 1
"z.2816" 2 2 2
"z.2817" 2 2 2
"z.2818" 1 1 1
"z.2819" 2 2 2
"z.2820" 2 2 2
"z.2821" 1 1 1
"z.2822" 3 3 3
"z.2823" 2 2 2
"z.2824" 2 2 2
"z.2825" 2 2 2
"z.2826" 2 2 2
"z.2827" 2 2 2
"z.2828" 3 3 3
"z.2829" 1 1 1
"z.2830" 2 2 2
"z.2831" 2 2 2
"z.2832" 2 2 2
"z.2833" 2 2 2
"z.2834" 1 1 1
"z.2835" 2 2 2
"z.2836" 2 2 2
"z.2837" 2 2 2
"z.2838" 3 3 3
"z.2839" 2 2 2
"z.2840" 1 1 1
"z.2841" 2 2 2
"z.2842" 2 2 2
"z.2843" 1 1 1
"z.2844" 3 3 3
"z.2845" 3 3 3
"z.2846" 1 1 1
"z.2847" 3 3 3
"z.2848" 2 2 2
"z.2849" 2 2 2
"z.2850" 2 2 2
"z.2851" 2 2 2
"z.2852" 3 3 3
"z.2853" 3 3 3
"z.2854" 1 1 1
"z.2855" 1 1 1
"z.2856" 1 1 1
"z.2857" 2 2 2
"z.2858" 1 1 1
"z.2859" 2 2 2
"z.2860" 2 2 2
"z.2861" 3 3 3
"z.2862" 2 2 2
"z.2863" 1 1 1
"z.2864" 3 3 3
"z.2865" 2 2 2
"z.2866" 2 2 2
"z.2867" 2 2 2
"z.2868" 2 2 2
"z.2869" 1 1 1
"z.2870" 3 3 3
"z.2871" 3 3 3
"z.2872" 2 2 2
"z.2873" 2 2 2
"z.2874" 1 1 1
"z.2875" 2 2 2
"z.2876" 2 2 2
"z.2877" 2 2 2
"z.2878" 3 3 3
"z.2879" 1 1 1
"z.2880" 2 2 2
"z.2881" 2 2 2
"z.2882" 1 1 1
"z.2883" 2 2 2
"z.2884" 2 2 2
"z.2885" 1 1 1
"z.2886" 2 2 2
"z.2887" 2 2 2
"z.2888" 2 2 2
"z.2889" 1 1 1
"z.2890" 2 2 2
"z.2891" 3 3 3
"z.2892" 3 3 3
"z.2893" 1 1 1
"z.2894" 2 2 2
"z.2895" 1 1 1
"z.2896" 1 1 1
"z.2897" 2 2 2
"z.2898" 2 2 2
"z.2899" 2 2 2
"z.2900" 2 2 2
"z.2901" 3 3 3
"z.2902" 2 2 2
"z.2903" 1 1 1
"z.2904" 2 2 2
"z.2905" 2 2 2
"z.2906" 2 2 2
"z.2907" 2 2 2
"z.2908" 2 2 2
"z.2909" 2 2 2
"z.2910" 1 1 1
"z.2911" 2 2 2
"z.2912" 3 3 3
"z.2913" 3 3 3
"z.2914" 1 1 1
"z.2915" 2 2 2
"z.2916" 2 2 2
"z.2917" 2 2 2
"z.2918" 1 1 1
"z.2919" 2 2 2
"z.2920" 2 2 2
"z.2921" 2 2 2
"z.2922" 2 2 2
"z.2923" 2 2 2
"z.2924" 2 2 2
"z.2925" 3 3 3
"z.2926" 2 2 2
"z.2927" 2 2 2
"z.2928" 2 2 2
"z.2929" 2 2 2
"z.2930" 1 1 1
"z.2931" 2 2 2
"z.2932" 2 2 2
"z.2933" 2 2 2
"z.2934" 3 3 3
"z.2935" 3 3 3
"z.2936" 2 2 2
"z.2937" 3 3 3
"z.2938" 2 2 2
"z.2939" 2 2 2
"z.2940" 1 1 1
"z.2941" 2 2 2
"z.2942" 1 1 1
"z.2943" 3 3 3
"z.2944" 2 2 2
"z.2945" 2 2 2
"z.2946" 2 2 2
"z.2947" 1 1 1
"z.2948" 1 1 1
"z.2949" 2 2 2
"z.2950" 2 2 2
"z.2951" 3 3 3
"z.2952" 2 2 2
"z.2953" 2 2 2
"z.2954" 2 2 2
"z.2955" 1 1 1
"z.2956" 2 2 2
"z.2957" 1 1 1
"z.2958" 2 2 2
"z.2959" 3 3 3
"z.2960" 3 3 3
"z.2961" 3 3 3
"z.2962" 1 1 1
"z.2963" 2 2 2
"z.2964" 2 2 2
"z.2965" 1 1 1
"z.2966" 2 2 2
"z.2967" 1 1 1
"z.2968" 2 2 2
"z.2969" 2 2 2
"z.2970" 2 2 2
"z.2971" 1 1 1
"z.2972" 2 2 2
"z.2973" 2 2 2
"z.2974" 1 1 1
"z.2975" 2 2 2
"z.2976" 2 2 2
"z.2977" 2 2 2
"z.2978" 3 3 3
"z.2979" 1 1 1
"z.2980" 1 1 1
"z.2981" 3 3 3
"z.2982" 2 2 2
"z.2983" 2 2 2
"z.2984" 3 3 3
"z.2985" 2 2 2
"z.2986" 3 3 3
"z.2987" 2 2 2
"z.2988" 2 2 2
"z.2989" 3 3 3
"z.2990" 1 1 1
"z.2991" 3 3 3
"z.2992" 2 2 2
"z.2993" 3 3 3
"z.2994" 2 2 2
"z.2995" 1 1 1
"z.2996" 2 2 2
"z.2997" 2 2 2
"z.2998" 1 1 1
"z.2999" 3 3 3
"z.3000" 2 2 2
"z.3001" 2 2 2
"z.3002" 2 2 2
"z.3003" 3 3 3
"z.3004" 2 2 2
"z.3005" 2 2 2
"z.3006" 1 1 1
"z.3007" 2 2 2
"z.3008" 2 2 2
"z.3009" 2 2 2
"z.3010" 1 1 1
"z.3011" 1 1 1
"z.3012" 1 1 1
"z.3013" 3 3 3
"z.3014" 1 1 1
"z.3015" 2 2 2
"z.3016" 2 2 2
"z.3017" 1 1 1
"z.3018" 2 2 2
"z.3019" 2 2 2
"z.3020" 2 2 2
"z.3021" 2 2 2
"z.3022" 2 2 2
"z.3023" 3 3 3
"z.3024" 2 2 2
"z.3025" 2 2 2
"z.3026" 2 2 2
"z.3027" 2 2 2
"z.3028" 2 2 2
"z.3029" 2 2 2
"z.3030" 2 2 2
"z.3031" 1 1 1
"z.3032" 2 2 2
"z.3033" 2 2 2
"z.3034" 2 2 2
"z.3035" 2 2 2
"z.3036" 1 1 1
"z.3037" 2 2 2
"z.3038" 3 3 3
"z.3039" 2 2 2
"z.3040" 2 2 2
"z.3041" 2 2 2
"z.3042" 3 3 3
"z.3043" 2 2 2
"z.3044" 1 1 1
"z.3045" 3 3 3
"z.3046" 2 2 2
"z.3047" 2 2 2
"z.3048" 3 3 3
"z.3049" 1 1 1
"z.3050" 2 2 2
"z.3051" 2 2 2
"z.3052" 2 2 2
"z.3053" 2 2 2
"z.3054" 2 2 2
"z.3055" 3 3 3
"z.3056" 1 1 1
"z.3057" 2 2 2
"z.3058" 2 2 2
"z.3059" 2 2 2
"z.3060" 2 2 2
"z.3061" 3 3 3
"z.3062" 3 3 3
"z.3063" 2 2 2
"z.3064" 2 2 2
"z.3065" 2 2 2
"z.3066" 2 2 2
"z.3067" 2 2 2
"z.3068" 1 1 1
"z.3069" 2 2 2
"z.3070" 2 2 2
"z.3071" 2 2 2
"z.3072" 2 2 2
"z.3073" 1 1 1
"z.3074" 2 2 2
"z.3075" 3 3 3
"z.3076" 3 3 3
"z.3077" 3 3 3
"z.3078" 2 2 2
"z.3079" 2 2 2
"z.3080" 2 2 2
"z.3081" 3 3 3
"z.3082" 2 2 2
"z.3083" 3 3 3
"z.3084" 2 2 2
"z.3085" 3 3 3
"z.3086" 2 2 2
"z.3087" 1 1 1
"z.3088" 1 1 1
"z.3089" 3 3 3
"z.3090" 2 2 2
"z.3091" 2 2 2
"z.3092" 1 1 1
"z.3093" 1 1 1
"z.3094" 1 1 1
"z.3095" 2 2 2
"z.3096" 2 2 2
"z.3097" 2 2 2
"z.3098" 1 1 1
"z.3099" 2 2 2
"z.3100" 3 3 3
"z.3101" 2 2 2
"z.3102" 2 2 2
"z.3103" 2 2 2
"z.3104" 3 3 3
"z.3105" 1 1 1
"z.3106" 3 3 3
"z.3107" 3 3 3
"z.3108" 2 2 2
"z.3109" 2 2 2
"z.3110" 3 3 3
"z.3111" 2 2 2
"z.3112" 2 2 2
"z.3113" 3 3 3
"z.3114" 2 2 2
"z.3115" 2 2 2
"z.3116" 1 1 1
"z.3117" 2 2 2
"z.3118" 3 3 3
"z.3119" 3 3 3
"z.3120" 2 2 2
"z.3121" 1 1 1
"z.3122" 2 2 2
"z.3123" 2 2 2
"z.3124" 2 2 2
"z.3125" 2 2 2
"z.3126" 2 2 2
"z.3127" 2 2 2
"z.3128" 2 2 2
"z.3129" 2 2 2
"z.3130" 2 2 2
"z.3131" 2 2 2
"z.3132" 1 1 1
"z.3133" 3 3 3
"z.3134" 1 1 1
"z.3135" 2 2 2
"z.3136" 1 1 1
"z.3137" 2 2 2
"z.3138" 3 3 3
"z.3139" 2 2 2
"z.3140" 1 1 1
"z.3141" 2 2 2
"z.3142" 2 2 2
"z.3143" 2 2 2
"z.3144" 2 2 2
"z.3145" 2 2 2
"z.3146" 1 1 1
"z.3147" 3 3 3
"z.3148" 2 2 2
"z.3149" 2 2 2
"z.3150" 3 3 3
"z.3151" 2 2 2
"z.3152" 3 3 3
"z.3153" 2 2 2
"z.3154" 2 2 2
"z.3155" 2 2 2
"z.3156" 1 1 1
"z.3157" 2 2 2
"z.3158" 2 2 2
"z.3159" 2 2 2
"z.3160" 2 2 2
"z.3161" 2 2 2
"z.3162" 3 3 3
"z.3163" 3 3 3
"z.3164" 1 1 1
"z.3165" 2 2 2
"z.3166" 2 2 2
"z.3167" 3 3 3
"z.3168" 2 2 2
"z.3169" 3 3 3
"z.3170" 2 2 2
"z.3171" 2 2 2
"z.3172" 2 2 2
"z.3173" 2 2 2
"z.3174" 2 2 2
"z.3175" 2 2 2
"z.3176" 1 1 1
"z.3177" 2 2 2
"z.3178" 2 2 2
"z.3179" 2 2 2
"z.3180" 1 1 1
"z.3181" 3 3 3
"z.3182" 2 2 2
"z.3183" 3 3 3
"z.3184" 1 1 1
"z.3185" 1 1 1
"z.3186" 2 2 2
"z.3187" 2 2 2
"z.3188" 2 2 2
"z.3189" 2 2 2
"z.3190" 2 2 2
"z.3191" 2 2 2
"z.3192" 1 1 1
"z.3193" 3 3 3
"z.3194" 3 3 3
"z.3195" 3 3 3
"z.3196" 3 3 3
"z.3197" 2 2 2
"z.3198" 1 1 1
"z.3199" 2 2 2
"z.3200" 2 2 2
"z.3201" 2 2 2
"z.3202" 2 2 2
"z.3203" 3 3 3
"z.3204" 2 2 2
"z.3205" 2 2 2
"z.3206" 3 3 3
"z.3207" 3 3 3
"z.3208" 2 2 2
"z.3209" 2 2 2
"z.3210" 3 3 3
"z.3211" 2 2 2
"z.3212" 2 2 2
"z.3213" 3 3 3
"z.3214" 3 3 3
"z.3215" 2 2 2
"z.3216" 2 2 2
"z.3217" 2 2 2
"z.3218" 3 3 3
"z.3219" 2 2 2
"z.3220" 2 2 2
"z.3221" 2 2 2
"z.3222" 3 3 3
"z.3223" 2 2 2
"z.3224" 2 2 2
"z.3225" 1 1 1
"z.3226" 2 2 2
"z.3227" 2 2 2
"z.3228" 2 2 2
"z.3229" 2 2 2
"z.3230" 1 1 1
"z.3231" 2 2 2
"z.3232" 2 2 2
"z.3233" 2 2 2
"z.3234" 2 2 2
"z.3235" 2 2 2
"z.3236" 2 2 2
"z.3237" 2 2 2
"z.3238" 2 2 2
"z.3239" 2 2 2
"z.3240" 2 2 2
"z.3241" 3 3 3
"z.3242" 3 3 3
"z.3243" 2 2 2
"z.3244" 3 3 3
"z.3245" 2 2 2
"z.3246" 2 2 2
"z.3247" 2 2 2
"z.3248" 2 2 2
"z.3249" 2 2 2
"z.3250" 1 1 1
"z.3251" 2 2 2
"z.3252" 2 2 2
"z.3253" 1 1 1
"z.3254" 3 3 3
"z.3255" 2 2 2
"z.3256" 1 1 1
"z.3257" 3 3 3
"z.3258" 2 2 2
"z.3259" 1 1 1
"z.3260" 1 1 1
"z.3261" 2 2 2
"z.3262" 1 1 1
"z.3263" 1 1 1
"z.3264" 2 2 2
"z.3265" 1 1 1
"z.3266" 2 2 2
"z.3267" 2 2 2
"z.3268" 1 1 1
"z.3269" 1 1 1
"z.3270" 2 2 2
"z.3271" 1 1 1
"z.3272" 2 2 2
"z.3273" 2 2 2
"z.3274" 3 3 3
"z.3275" 2 2 2
"z.3276" 2 2 2
"z.3277" 1 1 1
"z.3278" 2 2 2
"z.3279" 2 2 2
"z.3280" 2 2 2
"z.3281" 1 1 1
"z.3282" 2 2 2
"z.3283" 2 2 2
"z.3284" 3 3 3
"z.3285" 2 2 2
"z.3286" 1 1 1
"z.3287" 2 2 2
"z.3288" 2 2 2
"z.3289" 1 1 1
"z.3290" 2 2 2
"z.3291" 2 2 2
"z.3292" 2 2 2
"z.3293" 3 3 3
"z.3294" 2 2 2
"z.3295" 1 1 1
"z.3296" 1 1 1
"z.3297" 1 1 1
