"theta.1-1" "theta.2-1" "theta.3-1" "theta.4-1" "theta.5-1" "theta.6-1" "theta.1-2" "theta.2-2" "theta.3-2" "theta.4-2" "theta.5-2" "theta.6-2" "theta.1-3" "theta.2-3" "theta.3-3" "theta.4-3" "theta.5-3" "theta.6-3" "theta.1-4" "theta.2-4" "theta.3-4" "theta.4-4" "theta.5-4" "theta.6-4" "theta.1-5" "theta.2-5" "theta.3-5" "theta.4-5" "theta.5-5" "theta.6-5" "theta.1-6" "theta.2-6" "theta.3-6" "theta.4-6" "theta.5-6" "theta.6-6" "theta.1-7" "theta.2-7" "theta.3-7" "theta.4-7" "theta.5-7" "theta.6-7" "theta.1-8" "theta.2-8" "theta.3-8" "theta.4-8" "theta.5-8" "theta.6-8" "theta.1-9" "theta.2-9" "theta.3-9" "theta.4-9" "theta.5-9" "theta.6-9" "theta.1-10" "theta.2-10" "theta.3-10" "theta.4-10" "theta.5-10" "theta.6-10" "theta.1-11" "theta.2-11" "theta.3-11" "theta.4-11" "theta.5-11" "theta.6-11" "theta.1-12" "theta.2-12" "theta.3-12" "theta.4-12" "theta.5-12" "theta.6-12" "p.1" "p.2" "p.3" "p.4" "p.5" "p.6"
"21" 0.08718865 0.0005688131 0.003696949 0.001329319 0.9944261 0.0005219918 0.0007461878 0.000872158 0.0008719148 0.002984263 0.0005154326 0.9995982 0.9593978 0.0003041219 0.0001231654 0.000747724 0.006419633 0.003221866 0.1330009 0.9996417 0.001702329 0.9979995 0.002337485 0.002084005 0.03095504 0.001266018 0.9974521 0.003723802 0.001032464 0.001164253 0.3108238 0.3614284 0.3921378 0.5030393 0.4213798 0.3963468 0.6125072 0.4914929 0.4679711 0.5271772 0.5087258 0.5487663 0.03340376 0.6685358 0.8810157 0.9410798 0.0006561067 0.7930913 0.0663182 0.04359698 0.2316144 0.3139529 0.04360868 0.1298969 0.09034435 0.008135758 0.08103363 0.1811661 0.01037123 0.05066865 0.08235072 0.4201752 0.49933 0.5826167 0.1181312 0.4959837 0.02063371 0.008423047 0.08240223 0.1781834 0.007799126 0.04750729 0.003962293 0.4737829 0.1880223 0.1667603 0.02202302 0.145449
"22" 0.03267106 0.001093807 0.0002343694 4.975651e-05 0.9739987 0.003607941 0.01610962 0.0005336654 0.000596073 0.001634594 0.002827007 0.9969893 0.9554823 0.0001861428 0.001097294 0.004998398 0.003566259 0.0005469027 0.2388947 0.9992318 0.001267 0.9960991 0.002848832 0.006912802 0.01834304 0.0007529557 0.9996098 0.003472154 0.005319623 0.001600776 0.3787685 0.362165 0.3764906 0.5717928 0.4258112 0.404856 0.649731 0.4913229 0.5261226 0.5755725 0.561669 0.5249171 0.05074043 0.6769089 0.8655836 0.9557624 0.02439858 0.7889661 0.003112262 0.04128387 0.2116165 0.3255114 0.006433254 0.1352951 0.02145065 0.01241715 0.08360024 0.2695739 0.01537025 0.05805111 0.01221953 0.4446367 0.5181885 0.6396552 0.349061 0.4547423 0.05218484 0.009136844 0.08430064 0.2086624 0.02296732 0.06309511 0.006253523 0.5162233 0.1818713 0.1394648 0.02018407 0.136003
"23" 0.05441868 0.0003692274 0.0007292341 0.002009707 0.983417 0.0006992818 0.01226993 0.0009722611 0.000299755 0.003808874 0.01965021 0.9992369 0.8199374 0.0004709517 0.0004167205 0.002587381 0.00782376 0.0001641294 0.00805015 0.9996281 0.0004596318 0.9966762 0.008348988 0.001188767 0.06324134 0.000612929 0.9988459 0.004520944 0.00590822 0.003860536 0.6099901 0.3556923 0.4098378 0.4916744 0.5006856 0.4263611 0.7327914 0.505031 0.5096003 0.5130513 0.4371176 0.5243187 0.09168941 0.685427 0.8884592 0.9218664 0.00226015 0.8244637 0.02979269 0.04462401 0.1949735 0.3202035 0.002063449 0.1503162 0.06213206 0.01520318 0.1062906 0.1878881 0.01393255 0.06452792 0.03925431 0.4095624 0.4794804 0.587801 0.313129 0.4901745 0.01683281 0.01592445 0.09612911 0.1628787 0.007274609 0.04316101 0.006264602 0.4972049 0.1825281 0.1485071 0.02204867 0.1434467
"24" 0.02689094 0.0004405709 0.0004906213 0.002017004 0.9892882 0.000103337 0.0447845 0.0007508237 0.001311937 0.003072979 0.001422297 0.9987758 0.9271975 3.412243e-05 0.0003286949 0.003827565 0.002040707 0.005872806 0.02695656 0.9995706 0.001941707 0.9994799 0.01968562 0.001516395 0.002932115 0.0002811701 0.9947116 0.002082019 0.0006402354 1.541568e-05 0.5162461 0.342288 0.4162808 0.5090457 0.5151529 0.4080489 0.7615363 0.4872363 0.5110929 0.519266 0.5107145 0.5413486 0.05159054 0.6529532 0.8897392 0.9378064 0.03665354 0.8413877 0.04482556 0.03995006 0.1723324 0.2943597 0.009186206 0.1271261 0.1868039 0.01140947 0.09829671 0.1813126 0.008687077 0.07284088 0.06733771 0.3973698 0.5080648 0.639154 0.1896154 0.5125867 0.05071969 0.008306203 0.08193892 0.165869 0.03395283 0.05105532 0.003766224 0.4487795 0.1807507 0.2025485 0.01870536 0.1454498
"25" 0.07165101 0.0004434492 0.006025221 0.000823813 0.9879219 0.001836663 0.006655716 0.0001564364 0.0008362686 0.0006273579 0.003016005 0.9999748 0.8925821 0.001324086 0.003503336 0.000936935 0.002674614 0.0022833 0.03113145 0.9999777 0.0004634572 0.9965406 0.001864419 0.000287906 0.02285972 0.001767981 0.9985836 0.0006493762 0.01817353 0.005336685 0.2050705 0.3398969 0.3707015 0.5206282 0.5118985 0.3812216 0.7218479 0.4971204 0.4747415 0.5272328 0.4881524 0.5254968 0.02718108 0.6381225 0.891782 0.9386394 0.00525699 0.8201353 0.0004565784 0.03616127 0.1822143 0.2550061 0.0005282332 0.1431271 0.06033138 0.003437177 0.08203046 0.1820689 0.001132577 0.06508045 0.01675809 0.3983635 0.5141605 0.6199456 0.1654478 0.4965995 0.1022491 0.002943194 0.07205383 0.1516824 0.001346781 0.05561874 0.002818974 0.4311654 0.1765501 0.2282215 0.01642438 0.1448196
"26" 0.02325243 0.001580381 0.0009666269 1.711645e-05 0.9502653 0.0004085408 0.00978985 0.0001815997 0.002421187 0.0002910499 0.009346519 0.9995667 0.8854849 0.001541126 0.002295877 9.884225e-05 0.0008418367 0.002259931 0.08248345 0.9997968 9.865586e-05 0.9945701 0.003911225 0.002103648 0.1513309 7.025236e-05 0.9979965 0.0001609391 0.005493384 0.0001725449 0.338868 0.3218556 0.3743594 0.5062628 0.4766807 0.3915937 0.8891796 0.5056778 0.5166718 0.4827787 0.4566102 0.541585 0.08018707 0.6296993 0.8849287 0.9286059 0.01101145 0.8284815 0.04977181 0.03055841 0.2018024 0.252194 0.05394791 0.1230874 0.02484284 0.001943008 0.08306737 0.1726061 0.04097087 0.05451663 0.1709814 0.3778081 0.5094839 0.6170522 0.3384332 0.4665408 0.02206713 0.004281509 0.1044259 0.1358107 0.003772523 0.05334479 0.004115843 0.4209229 0.1874769 0.2269286 0.01490444 0.1456514
"27" 0.04511961 2.488086e-05 0.003171526 0.000886076 0.9771277 0.0009779067 0.003425225 0.001101935 0.001583645 0.0016056 0.01338867 0.9992598 0.9020713 0.0001438221 0.001486567 0.0002570043 0.003855136 0.001525583 0.0465848 0.9999165 0.002522576 0.999898 0.03292596 0.007004855 0.1672999 0.0015806 0.9978572 0.0003300119 0.0101519 0.001863258 0.2886184 0.3093306 0.3719299 0.5666038 0.5637241 0.4353528 0.8751464 0.4757352 0.5245513 0.5463963 0.5336111 0.5390195 0.2136234 0.6136961 0.8808792 0.9128465 0.02669621 0.8188265 0.0179877 0.05893165 0.200842 0.188808 0.001697188 0.1227739 0.07918607 0.01298389 0.1003193 0.1280002 0.01513378 0.07503207 0.06401859 0.402461 0.4872427 0.5721106 0.2782446 0.4527984 0.08718588 0.004485122 0.07781355 0.1289571 0.03635969 0.04063824 0.005615153 0.3978163 0.1870759 0.2308612 0.02044531 0.1581861
"28" 0.01140485 0.0009185614 0.00132053 0.0004364484 0.9657749 0.001470535 0.1203153 0.0007327591 0.0009629233 0.004429487 0.004542612 0.9995709 0.7860118 0.000505969 0.002874435 0.002036848 0.005346947 0.0004218165 0.1258304 0.9994962 0.0004271862 0.9991384 0.01389553 0.0061974 0.0741633 3.166789e-05 0.999549 0.0001897321 0.008584478 0.001318999 0.2060427 0.3576961 0.3678105 0.5100076 0.5083139 0.3959482 0.7502322 0.5045785 0.5097569 0.5043379 0.5656715 0.4894796 0.007389468 0.6548491 0.8635309 0.9419736 0.01491306 0.8431432 0.1601619 0.02604971 0.1850553 0.2607555 0.01267531 0.1151254 0.03125722 0.008758885 0.1017371 0.1590866 0.04903392 0.04109838 0.0694553 0.4463382 0.4952722 0.5644838 0.2261672 0.4688166 0.0468317 0.009547004 0.07655981 0.1356718 0.001815748 0.05036646 0.003550286 0.4271837 0.1905703 0.1974769 0.02084768 0.1603711
"29" 0.05380917 0.0009970047 0.0006578981 0.0006744077 0.9983101 0.00378896 0.1362716 0.000594341 0.0008354745 0.0001189523 0.008255236 0.9956049 0.910806 0.002275438 0.0005128747 0.005397461 0.003948495 0.002584543 0.01183592 0.9994304 0.001115726 0.9991708 0.04098988 0.0007266374 0.01548546 0.0001912689 0.9963611 0.0006431291 0.005730643 0.003478379 0.2452457 0.3623536 0.3939672 0.4494389 0.567845 0.3945585 0.8593107 0.4829686 0.5083863 0.5460593 0.5045934 0.5125312 0.05523822 0.6338575 0.8772338 0.9574413 0.03957611 0.823311 0.04907408 0.04226313 0.2030452 0.2675802 0.001407847 0.141183 0.03979762 0.01560269 0.09779843 0.1437261 0.01732081 0.05247359 0.04820227 0.4130639 0.4879265 0.635003 0.2735689 0.4770636 0.1068242 0.006119702 0.08269829 0.1324917 0.02541433 0.04375573 0.004880469 0.4262532 0.1863116 0.2020327 0.01929264 0.1612294
"30" 0.03930556 0.0002340375 0.0019926 0.001881651 0.9718322 0.0008655635 0.1502388 5.116857e-05 0.0001314545 0.006165838 0.002850154 0.9973988 0.9655816 0.0002023 0.001174661 0.002375783 0.0002352319 0.0002345476 0.01495251 0.9999353 0.002517644 0.9986082 0.02206307 0.002519816 0.06221304 0.0002015374 0.998929 0.001851676 0.005766186 0.001985058 0.2405304 0.3347551 0.3758617 0.5550935 0.5929329 0.4710784 0.8936654 0.4953338 0.4938787 0.5390404 0.3834753 0.529828 0.05264796 0.6822361 0.8678135 0.9201117 0.002757732 0.8362411 0.1355546 0.04470559 0.2000481 0.2993683 0.00708819 0.1351941 0.07273514 0.007211603 0.09222463 0.2156629 0.008630706 0.05308913 0.1025535 0.4389196 0.5053581 0.6173647 0.2084678 0.4607483 0.01705382 0.02151059 0.08306498 0.1558642 0.006711608 0.06622211 0.004604478 0.4752671 0.190842 0.1632287 0.01932746 0.1467303
"31" 0.05513 0.0006201989 0.0008956558 0.0005801707 0.9841357 0.0008521746 0.01807292 0.001304283 0.0004323597 7.222745e-05 0.007328497 0.9982183 0.8497544 0.0003242805 0.001288866 0.0004558459 0.003112913 0.003659815 0.03526152 0.9980721 0.0007570647 0.9983078 0.001223405 0.004036911 0.07842805 0.0007114099 0.9978251 0.001040132 0.004375793 0.0007934277 0.2945761 0.3540021 0.3758411 0.5322639 0.4961072 0.4330974 0.8169811 0.4942394 0.5245605 0.5242655 0.4577414 0.5452065 0.02158646 0.6721163 0.8740966 0.9366077 0.00351877 0.8323636 0.09743691 0.03416555 0.1607585 0.3090444 0.001961967 0.1343844 0.08909208 0.00509846 0.08786236 0.1946029 0.02074139 0.05773292 0.009186362 0.452085 0.4792458 0.5684791 0.2105283 0.4920676 0.06274878 0.002575313 0.08102001 0.1914075 0.001987436 0.05211844 0.003028466 0.4566504 0.1921678 0.1835957 0.01751299 0.1470446
"32" 0.1335927 0.0005124762 0.001148699 6.119297e-05 0.9959076 0.003220669 0.07257592 0.0003118214 0.002088411 0.002854606 0.0161028 0.9914114 0.8004149 0.0001203677 0.003132763 0.001883236 0.01226993 0.002302732 0.04392753 0.9983995 0.0006131617 0.9998999 0.02975014 0.0004999597 0.1054751 0.0005000365 0.9959321 0.005843548 0.0003596206 0.00190007 0.3958644 0.3387956 0.3665636 0.5266726 0.5743449 0.4022446 0.6279879 0.4952807 0.5003769 0.4942519 0.551111 0.5260824 0.1145969 0.6776875 0.8777208 0.9186239 0.00675343 0.8231408 0.0006915971 0.06305312 0.1798864 0.2735216 0.03938293 0.1221224 0.05574987 0.01145282 0.07544497 0.2444258 0.02516462 0.05734088 0.02515631 0.4427675 0.507199 0.5714443 0.2332202 0.4893649 0.02195609 0.001914403 0.09950449 0.2167255 0.02122486 0.04631246 0.007293711 0.4890244 0.1866892 0.1461259 0.02203655 0.1488303
"33" 0.08047587 0.0001009781 0.005340261 0.003329093 0.9976568 0.000735598 0.1349136 0.0002294638 0.004038505 0.0001263703 0.03414792 0.9996904 0.9533408 0.00204749 0.001561087 8.762117e-05 0.003340374 0.001074616 0.1006454 0.9995203 8.858623e-05 0.9985283 0.01900752 0.006387322 0.00934343 0.0005996257 0.9995145 0.0001109191 0.01987701 0.004032168 0.5217353 0.3592145 0.3754944 0.4854027 0.4745364 0.426698 0.7479389 0.494614 0.5304364 0.5068806 0.5187629 0.4939659 0.0351033 0.6646693 0.88074 0.9513835 0.0004400556 0.8376897 0.09584505 0.03962544 0.1810936 0.2916994 0.001318069 0.09972538 0.05380529 0.01267855 0.09927674 0.1553826 0.02768139 0.05612436 0.01923296 0.3987238 0.4826987 0.5914689 0.2100914 0.5151864 0.09544271 0.01153874 0.1017438 0.1757652 0.01273054 0.03316847 0.004328303 0.4714962 0.1876757 0.1741755 0.01739535 0.1449289
"34" 0.05299593 0.0007216537 0.0007484168 0.0004825021 0.9843566 0.001567657 0.04804314 0.0002316906 0.00353228 0.001911416 0.006411985 0.9995557 0.9920276 0.0003684605 2.699618e-05 0.002438002 0.01981836 0.002403137 0.07543399 0.9992548 0.0005780928 0.9943347 0.004089351 0.002995936 0.1669439 0.0003278019 0.9990099 0.003799766 0.01045252 0.001629549 0.4954854 0.331098 0.3838917 0.5767968 0.5119543 0.3866737 0.7478663 0.4823498 0.4946346 0.549606 0.5473673 0.5532958 0.07960152 0.6796158 0.8896086 0.9370206 0.009751132 0.8292533 0.04697051 0.06197232 0.1542236 0.2766275 0.007801387 0.1260846 0.01813732 0.01025167 0.089773 0.2341686 0.005582543 0.06785912 0.07701415 0.4080609 0.4475258 0.6313437 0.2753489 0.4906104 0.1063562 0.004237493 0.08811927 0.1967554 0.003696963 0.04274351 0.003670258 0.5132878 0.1763427 0.1439596 0.01366277 0.1490768
"35" 0.161213 2.955598e-06 0.0005245101 0.001210582 0.9990003 0.001817563 0.0258179 0.0001125517 0.005351298 0.0006697574 0.02004871 0.9995565 0.9845062 0.0006422124 0.0004786363 0.001637558 0.00662723 0.001050952 0.1287851 0.9982037 0.002202691 0.9986583 0.004942807 0.001261684 0.03399639 0.0001130852 0.99935 0.0001584509 0.02214025 0.002256772 0.4000887 0.342518 0.3888545 0.547071 0.582276 0.4209404 0.4659377 0.4829727 0.5178566 0.5099527 0.4612274 0.5223437 0.08860605 0.6415871 0.8835927 0.9396338 0.006628059 0.8437172 0.02844555 0.04767157 0.1995118 0.2422641 0.02441331 0.1468484 0.007472246 0.0126317 0.09089918 0.1675825 0.004312688 0.0576876 0.0005753833 0.409409 0.4721017 0.6067485 0.1657949 0.4571692 0.05387188 0.008431028 0.09503926 0.1519656 0.01711473 0.04154961 0.004046197 0.4423266 0.1805556 0.1987593 0.02203178 0.1522805
"36" 0.01449095 0.001194149 0.0005866718 0.0008638706 0.988167 0.00253147 0.0009361351 0.0008812498 0.001482683 9.428889e-05 0.03717418 0.999062 0.9665641 0.000371759 0.003185697 7.221991e-05 0.02141087 0.0006591522 0.067919 0.9997877 0.001301277 0.9993457 0.01630277 0.005545005 0.06848035 0.001105707 0.9968621 0.001826817 0.006535838 0.003189989 0.4235194 0.3591685 0.4002012 0.5233777 0.5527673 0.4010968 0.6668017 0.509386 0.5393827 0.4788865 0.5555172 0.5258966 0.2774847 0.6763844 0.8593905 0.9042989 0.001957998 0.8215911 0.115998 0.03976554 0.2166334 0.296177 0.01194583 0.1376183 0.0002467844 0.01004946 0.09751003 0.1739679 0.006876957 0.03946194 0.0843612 0.3990047 0.5090266 0.6150049 0.2594369 0.4585177 0.04400387 0.0008057607 0.09595347 0.1741532 0.00270812 0.03674406 0.004861866 0.4710098 0.1806307 0.1666736 0.02007458 0.1567494
"37" 0.06354361 0.0007721688 0.0002235834 0.0003309095 0.9716614 0.0001355639 0.002426459 0.0002515177 0.001041995 0.0003861458 0.001678119 0.9995653 0.9282343 0.00095128 0.0001202342 0.0004425265 0.05490884 0.005105281 0.01231754 0.9990347 0.0001091274 0.9996326 0.00920593 0.0009137714 0.008177287 0.0006613614 0.9987117 0.0001398224 0.04241837 0.001385722 0.2678337 0.3336163 0.3841522 0.5279039 0.4339707 0.4331262 0.8734432 0.5100208 0.5395701 0.5285099 0.5288856 0.5325478 0.01930413 0.6448193 0.8830446 0.9279481 0.0005164834 0.8147183 0.1476505 0.04105661 0.1998761 0.2992725 0.001209662 0.1247326 0.00263933 0.006822644 0.07410295 0.1720812 0.0247849 0.06185522 0.01206954 0.415887 0.4928506 0.5956351 0.2933276 0.4530703 0.1869637 0.007977019 0.09135711 0.1499977 0.0142424 0.04962771 0.003162156 0.4634086 0.1790094 0.1854983 0.01829376 0.1506277
"38" 0.09683351 0.001989606 0.0008450734 0.0009152755 0.9996101 0.0009233819 0.01964399 8.011478e-06 0.0001324766 0.001716244 0.008527654 0.9996988 0.9372609 0.002513315 0.0002114913 0.00106464 0.005907682 0.0001803682 0.04430297 0.9999221 0.000903415 0.9998271 0.006486681 0.0005082882 0.03881645 0.0001886076 0.9996754 0.00175038 0.007821168 0.005520806 0.2723397 0.350166 0.3863942 0.5164966 0.5166107 0.38236 0.7942683 0.5156398 0.5093678 0.5084046 0.4617983 0.5362721 0.1146035 0.6674739 0.8876177 0.9506764 0.002372773 0.826301 0.01188795 0.0368099 0.1843432 0.2625355 0.01365646 0.1348509 0.08755828 0.01357668 0.1032164 0.1905227 0.01004123 0.05028694 0.01724298 0.4141024 0.5032553 0.558254 0.2556929 0.4392243 0.01762195 0.007726002 0.09314408 0.1699335 0.005882306 0.05995337 0.004659779 0.4645353 0.2024205 0.1784065 0.01717067 0.1328073
"39" 0.05781481 8.343171e-05 0.001643236 0.001246415 0.9952207 0.002612185 0.1465102 0.0001281508 0.001404248 5.309538e-05 0.01098611 0.9931273 0.9684221 0.0003553266 1.161646e-05 0.0003892665 0.005413325 0.001793385 0.1678475 0.9985188 8.710908e-05 0.99468 0.02688311 0.002952127 0.06034382 0.0004372957 0.9995877 0.0002620467 0.03371649 0.001083501 0.4321955 0.3169314 0.3903535 0.5078974 0.4123763 0.4092056 0.7598765 0.5210649 0.510055 0.5273214 0.5241026 0.5239881 0.00472876 0.6634854 0.8964201 0.9206709 0.01194339 0.8413087 0.08178615 0.04079509 0.1935416 0.2574489 0.002521414 0.127383 0.0217536 0.002555493 0.1227447 0.1591827 0.002073443 0.07006036 0.03628076 0.4030121 0.4949022 0.5995723 0.1848682 0.4486016 0.1038088 0.01227053 0.08115053 0.1333919 0.004517831 0.03760658 0.003718172 0.4203842 0.1950852 0.2143517 0.02087965 0.1455811
"40" 0.02004091 0.0015761 2.260989e-05 0.001002369 0.9819626 0.001723347 0.178984 0.0002209066 0.0001817864 0.001624992 0.0003241375 0.9994362 0.897039 0.0001852602 0.001485802 7.11511e-05 0.002710053 0.004381771 0.06604638 0.9972984 0.0006236803 0.9994405 0.03905278 0.000353415 0.06254015 0.0004800158 0.9994399 0.0006780132 0.008003313 0.0003617282 0.2325523 0.3653686 0.4111403 0.5065049 0.5228164 0.4141824 0.4858324 0.4714848 0.5125881 0.537583 0.5813624 0.5091767 0.2171896 0.6647968 0.8643272 0.9342898 0.008113937 0.829737 0.05367332 0.05399833 0.1964756 0.2574044 0.0007513437 0.1322307 0.06172006 0.003441149 0.1056053 0.2250235 0.004064073 0.08296669 0.03770909 0.4235215 0.524564 0.5716542 0.19295 0.4691785 0.138931 0.00221509 0.1058486 0.2025442 0.003857334 0.05343898 0.006402499 0.4632679 0.1839043 0.1843729 0.0184973 0.1435551
"41" 0.004434435 0.0006854103 0.0008876887 0.0007269641 0.9425072 0.001428661 0.009531774 8.021343e-05 1.503248e-05 0.00212507 0.01695759 0.9966453 0.9323358 9.766e-05 0.005289632 0.0003958642 0.02166932 9.701214e-06 0.02412773 0.9996389 0.0001083013 0.9989925 0.0184535 0.001720776 0.07592461 0.0003099297 0.9982721 0.0001095861 0.03505571 0.001500461 0.3828713 0.3388676 0.3929912 0.4825237 0.5307439 0.38109 0.7713424 0.5063077 0.5300056 0.4865501 0.4062692 0.5055647 0.1125569 0.6412597 0.8928832 0.9177198 0.01098044 0.8174684 0.01968583 0.0389031 0.1957721 0.2790494 0.001194708 0.1149718 0.1772366 0.009359709 0.08789001 0.1851965 3.929846e-05 0.05777202 0.098101 0.4474177 0.5136259 0.5844634 0.1889278 0.5306967 0.04883874 0.002460453 0.07872427 0.1734571 0.01274863 0.05860056 0.007493143 0.4434 0.179415 0.1970039 0.01830362 0.1543842
"42" 0.04669505 0.0002082872 0.001935576 0.001408265 0.9798393 0.001847102 0.02420041 0.004002996 0.001739925 0.0009124042 0.01007045 0.9994828 0.9299111 0.0002122131 0.0003914192 0.0001740135 0.0007120401 0.003015069 0.01655226 0.9990086 0.0003581312 0.9995967 0.008694212 0.001843356 0.1144115 0.000451642 0.9913298 0.0003855146 0.00189975 0.002372212 0.5741105 0.340107 0.3619053 0.5075012 0.4273231 0.3894121 0.6089142 0.4971964 0.5338476 0.5215272 0.5556801 0.4897889 0.0291156 0.6171367 0.8947593 0.9400675 0.01040569 0.8468352 0.006404755 0.02056174 0.1977061 0.2617547 0.01217591 0.1395002 0.02976289 0.01183198 0.08641458 0.1388205 0.0003190569 0.0579669 0.1221711 0.372021 0.5147551 0.6158308 0.2314165 0.4620762 0.159953 0.00654868 0.08185151 0.1419779 0.03269233 0.05514062 0.003616719 0.3942692 0.1780451 0.2427346 0.02275437 0.1585801
"43" 0.004535203 3.181053e-05 0.00193521 0.0003749303 0.9999943 0.002478892 0.06474478 0.0009231724 0.001469308 0.002668635 0.01951553 0.9993294 0.9948229 0.0005805781 0.009886952 0.003143485 0.008508963 0.003066973 0.1398287 0.9996965 0.00398646 0.9995094 0.02209782 0.003700026 0.1178292 6.649743e-05 0.999806 0.0007427632 0.002503828 0.001343981 0.4551876 0.3379053 0.3680466 0.4907001 0.6382596 0.3682614 0.8097695 0.5067985 0.5016097 0.5013706 0.487974 0.5031935 0.01243565 0.6418816 0.857617 0.9357698 0.008927918 0.8366039 0.0184328 0.06741959 0.1905596 0.2387184 0.04329973 0.142613 0.01723418 0.003678915 0.1238049 0.1695807 0.02841702 0.06671305 0.03492456 0.4087819 0.4816318 0.5795592 0.1982734 0.4525062 0.07633877 0.0003615291 0.07025413 0.1604532 0.002978052 0.03754374 0.003971024 0.4461394 0.1847242 0.2009042 0.01950445 0.1447567
"44" 0.01412329 0.0002132627 0.000139708 0.000280873 0.9985993 0.0004634662 0.07395008 0.00143735 5.63589e-05 0.001720816 0.03390787 0.9994074 0.9212089 0.0003004919 0.001323069 0.002647197 0.0001480238 0.0002111185 0.2423715 0.99975 9.207349e-05 0.9954231 0.01387424 0.001647696 0.0005873959 5.137117e-05 0.999684 0.003849022 0.002436401 0.0005539255 0.3392213 0.3564398 0.3943 0.5004325 0.5574585 0.4070439 0.7333783 0.5040621 0.5280735 0.4888891 0.5274587 0.5210518 0.03944112 0.6819022 0.8786008 0.9316191 0.01513675 0.8191077 0.03564557 0.04430575 0.1769129 0.2904511 0.001923114 0.12605 0.03774736 0.02286709 0.1022564 0.1532051 0.00358696 0.05122175 0.03580541 0.4400658 0.5134168 0.575149 0.2440741 0.4702413 0.04793957 0.00599684 0.06579394 0.2288154 0.0003006487 0.03585436 0.004153347 0.4981107 0.1790669 0.1623672 0.01548924 0.1408126
"45" 0.09469545 0.0007732174 0.0004152068 0.001747344 0.984691 0.001840091 0.1682877 0.001263306 0.0001322862 0.002525039 0.001628339 0.9995694 0.9713069 0.0008720182 0.0006098214 0.0003796437 0.01605237 0.004624927 0.008298444 0.9999745 0.0004476428 0.9967901 0.00564167 0.001218724 0.05378651 0.0006946817 0.9998855 0.0007721371 0.01705245 0.00627494 0.350639 0.3833572 0.3893128 0.4817612 0.4496204 0.4575402 0.6974207 0.4882681 0.5090368 0.5269161 0.5626984 0.5322748 0.03741143 0.661385 0.8712068 0.9551572 0.01962011 0.8052989 0.02729428 0.04916006 0.2080489 0.3095789 0.04131172 0.1129319 0.05540205 0.002072126 0.0790912 0.2317086 0.02026704 0.06433866 0.03461835 0.417042 0.5289915 0.6409767 0.1501558 0.4992881 0.1381256 0.01288365 0.07652852 0.1682644 0.06120088 0.04598511 0.005632462 0.4914367 0.1834937 0.150286 0.01599385 0.1531574
"46" 0.006390596 0.0008159143 0.0008781084 0.002442045 0.9789761 8.746949e-05 0.04261038 2.888313e-05 0.003078808 0.003075393 0.01619336 0.9982367 0.9891053 0.0007891969 0.004142968 0.001959551 0.02753805 0.001253056 0.01626355 0.999908 6.481214e-05 0.9971136 0.02697188 0.0008568916 0.1813624 0.0008217897 0.9989547 0.001071646 3.386937e-05 0.0006722594 0.3855383 0.3568762 0.370391 0.5062434 0.40691 0.4417551 0.7162171 0.4919607 0.5016483 0.5110557 0.5597207 0.4874229 0.06084261 0.6680171 0.8812299 0.9313201 0.002279218 0.8317129 0.07915739 0.0534403 0.189045 0.255348 0.02101382 0.1290898 0.04790698 0.003806481 0.09775394 0.1883506 0.007106672 0.06513337 0.01184661 0.3796396 0.4866526 0.6588949 0.1744396 0.4749244 0.2605238 0.007569443 0.08815752 0.1519689 0.03141073 0.04867087 0.006360681 0.472076 0.1782638 0.1687335 0.02117154 0.1533944
"47" 0.0067206 0.001692222 8.480067e-05 0.0003546089 0.9967348 0.0007860414 0.06604699 0.000311592 0.0003699573 0.002123649 0.00611618 0.9999101 0.9478365 6.241236e-05 0.0009941817 0.001778587 0.006596856 0.0008534665 0.3525825 0.9997479 0.003178954 0.9975543 0.01268576 0.002078188 0.03675149 0.0008847625 0.9973199 0.006385652 0.007050676 0.001651827 0.4676078 0.3000049 0.3689717 0.6419544 0.5622375 0.3881964 0.4010093 0.5088109 0.5259989 0.5016794 0.5108801 0.528638 0.06268866 0.6741384 0.9128253 0.9321102 0.0008455756 0.8103683 0.04450565 0.04071735 0.2081449 0.2659043 0.004181055 0.1070245 0.1678912 0.01348744 0.08287729 0.1924137 0.0008731984 0.07613401 0.09152496 0.4192587 0.4738299 0.5636813 0.2148641 0.4893158 0.04084004 0.00770525 0.09838767 0.1677498 0.001804502 0.05351583 0.003930962 0.4646024 0.1853192 0.1855973 0.0196277 0.1409224
